Date,Open,High,Low,Close,Adj Close,Volume
2014-05-27,34.129120,34.485542,34.108944,34.250168,27.171030,15643700
2014-05-28,34.169468,34.862137,34.162743,34.815063,27.619171,15751200
2014-05-29,34.821789,35.339611,34.620041,35.285809,27.992617,15352400
2014-05-30,35.279087,35.299259,34.855415,35.050438,27.805893,11149400
2014-06-02,35.077335,35.541359,35.010086,35.312710,28.013956,12180800
2014-06-03,35.218559,35.561535,35.205112,35.379959,28.067308,10373800
2014-06-04,35.070614,35.453934,34.855415,35.292534,27.997950,9247500
2014-06-05,35.379959,35.554810,34.922665,35.386684,28.072643,9161600
2014-06-06,35.440483,35.743107,35.440483,35.729656,28.344721,10864300
2014-06-09,35.689308,35.843983,35.534634,35.635509,28.270042,9827100
2014-06-10,35.595158,35.796906,35.353062,35.743107,28.355392,6804800
2014-06-11,35.581707,35.696033,35.339611,35.548084,28.200686,6507100
2014-06-12,35.467384,35.702759,34.835239,34.969738,27.741873,11275600
2014-06-13,34.929386,35.440483,34.915939,35.238735,27.955271,9485300
2014-06-16,35.070614,35.332886,34.882313,35.171486,27.901920,8172600
2014-06-17,35.063889,35.225285,34.848690,34.969738,27.741873,6051500
2014-06-18,34.902489,35.379959,34.794888,35.319435,28.019291,6416100
2014-06-19,35.158035,35.339611,34.922665,35.016811,27.779215,7328100
2014-06-20,35.084061,35.427032,34.969738,35.285809,27.992617,11873400
2014-06-23,35.420311,35.615334,35.232010,35.568256,28.216681,8597500
2014-06-24,35.494286,35.877605,35.178211,35.184937,27.912590,8112600
2014-06-25,35.198387,35.548084,35.184937,35.379959,28.067308,7723200
2014-06-26,35.232010,35.272362,34.720913,35.050438,28.099758,9376700
2014-06-27,34.808338,34.855415,34.209820,34.707466,27.824795,11127500
2014-06-30,34.720913,34.855415,34.364491,34.606590,27.743925,8506800
2014-07-01,34.667114,34.788162,34.478817,34.660389,27.787054,7955000
2014-07-02,34.761265,34.956287,34.640217,34.646938,27.776274,6476900
2014-07-03,34.808338,35.097511,34.774715,35.003361,28.062016,4701200
2014-07-07,34.714191,34.815063,34.404842,34.451916,27.619919,7716000
2014-07-08,34.478817,34.498993,33.954269,34.290520,27.490538,8788300
2014-07-09,34.404842,34.566242,34.223267,34.431744,27.603754,8153800
2014-07-10,34.041695,34.694016,33.947544,34.377941,27.560619,8838400
2014-07-11,34.431744,34.754539,34.303967,34.700741,27.819403,6136000
2014-07-14,34.929386,34.929386,34.599865,34.633492,27.765491,7692100
2014-07-15,34.801613,35.010086,34.505714,34.660389,27.787054,6895100
2014-07-16,34.781441,35.110962,34.720913,35.016811,28.072798,7929000
2014-07-17,34.767990,35.057163,34.667114,34.734364,27.846361,6662700
2014-07-18,34.781441,35.077335,34.646938,34.761265,27.867933,9592600
2014-07-21,34.767990,35.003361,34.700741,34.875587,27.959578,8042100
2014-07-22,35.023537,35.211838,34.828514,35.171486,28.196798,8937600
2014-07-23,35.669132,36.503025,35.178211,36.240753,29.054026,20867700
2014-07-24,36.301277,36.395428,35.911232,36.207127,29.027069,12608700
2014-07-25,36.072628,36.408878,35.978481,36.119705,28.956976,10934500
2014-07-28,36.207127,36.415604,36.025555,36.112980,28.951591,12986000
2014-07-29,36.240753,36.334904,35.938129,35.944855,28.816803,8185600
2014-07-30,36.126431,36.180229,35.144585,35.292534,28.293844,10781900
2014-07-31,35.050438,35.050438,34.297241,34.344318,27.533663,12728100
2014-08-01,34.431744,34.465366,33.860123,34.277069,27.479752,10412000
2014-08-04,34.425018,34.855415,34.156017,34.754539,27.862534,8979400
2014-08-05,34.599865,34.848690,34.250168,34.364491,27.549831,9392500
2014-08-06,34.102219,34.667114,33.853397,34.626766,27.760096,15800700
2014-08-07,34.794888,35.057163,34.425018,34.512440,27.668447,8823000
2014-08-08,34.546066,35.171486,34.458641,35.158035,28.186016,11305200
2014-08-11,35.265636,35.507732,34.828514,34.835239,27.927227,8072600
2014-08-12,34.835239,34.969738,34.572968,34.835239,27.927227,6327500
2014-08-13,35.003361,35.420311,34.963013,35.305984,28.304621,5842900
2014-08-14,35.346336,35.420311,35.010086,35.057163,28.105143,7696100
2014-08-15,35.104237,35.319435,34.734364,34.983189,28.045843,11494500
2014-08-18,35.198387,35.568256,35.110962,35.561535,28.509502,8080500
2014-08-19,35.635509,35.776733,35.541359,35.696033,28.617331,5416700
2014-08-20,35.648956,35.911232,35.622059,35.843983,28.735937,5520200
