date_time,Dry Bulb Temperature [°C],Relative Humidity [%],Wind Speed [m/s],Wind Direction [Deg],Global Horizontal Radiation [W/m2],Direct Normal Radiation [W/m2],Diffuse Horizontal Radiation [W/m2]
2018-03-09 02:00:00,1.0,89.04,0.0,0.0,0.0,0.0,0.0
2018-03-09 03:00:00,1.7,87.82,0.0,0.0,0.0,0.0,0.0
2018-03-09 04:00:00,1.3,89.07,0.0,0.0,0.0,0.0,0.0
2018-03-09 05:00:00,0.1,92.97,0.0,0.0,0.0,0.0,0.0
2018-03-09 06:00:00,-0.3,92.27,0.0,0.0,0.0,0.0,0.0
2018-03-09 07:00:00,1.0,91.68,0.0,0.0,32.5,193.0,18.0
2018-03-09 08:00:00,4.9,75.85,0.0,0.0,195.5,538.0,64.5
2018-03-09 09:00:00,7.5,59.83,1.54,80.0,441.0,833.5,74.0
2018-03-09 10:00:00,10.3,37.99,1.54,80.0,636.0,914.0,86.0
2018-03-09 11:00:00,12.0,31.01,1.54,290.0,783.5,956.5,94.5
2018-03-09 12:00:00,14.1,30.04,1.54,150.0,778.5,735.5,199.0
2018-03-09 13:00:00,14.4,26.92,3.09,290.0,836.5,860.5,150.5
2018-03-09 14:00:00,14.6,23.9,3.6,170.0,806.5,926.0,111.5
2018-03-09 15:00:00,15.6,21.91,3.6,200.0,692.0,920.5,92.5
2018-03-09 16:00:00,15.5,22.05,1.54,160.0,509.5,845.5,82.5
2018-03-09 17:00:00,15.1,24.04,0.0,0.0,294.0,703.0,67.0
2018-03-09 18:00:00,12.4,36.96,2.06,180.0,83.5,359.0,36.0
2018-03-09 19:00:00,10.7,44.83,1.54,170.0,0.0,0.0,0.0
2018-03-09 20:00:00,9.1,51.01,1.54,170.0,0.0,0.0,0.0
2018-03-09 21:00:00,8.4,48.98,4.12,180.0,0.0,0.0,0.0
2018-03-09 22:00:00,10.0,48.02,2.06,200.0,0.0,0.0,0.0
2018-03-09 23:00:00,9.4,59.88,2.06,190.0,0.0,0.0,0.0
2018-03-10 00:00:00,6.8,74.04,2.06,140.0,0.0,0.0,0.0
2018-03-10 01:00:00,7.3,72.06,0.0,0.0,0.0,0.0,0.0
2018-03-10 02:00:00,5.9,83.97,0.0,0.0,0.0,0.0,0.0
2018-03-10 03:00:00,5.5,88.17,0.0,0.0,0.0,0.0,0.0
2018-03-10 04:00:00,7.9,89.0,0.0,0.0,0.0,0.0,0.0
2018-03-10 05:00:00,7.6,87.15,0.0,0.0,0.0,0.0,0.0
2018-03-10 06:00:00,7.5,88.97,1.54,50.0,0.0,0.0,0.0
2018-03-10 07:00:00,8.2,84.83,1.54,30.0,22.0,53.5,17.5
2018-03-10 08:00:00,10.0,78.86,0.0,0.0,165.5,324.5,82.0
2018-03-10 09:00:00,13.2,67.9,2.57,170.0,354.0,465.5,139.5
2018-03-10 10:00:00,16.8,62.95,3.6,180.0,516.5,573.5,177.0
2018-03-10 11:00:00,18.8,60.94,4.63,200.0,443.0,151.5,332.0
2018-03-10 12:00:00,18.7,51.87,3.09,200.0,592.5,271.5,377.5
2018-03-10 13:00:00,19.6,46.13,2.06,200.0,626.5,356.0,341.0
2018-03-10 14:00:00,19.2,48.93,0.0,0.0,445.0,190.5,303.0
2018-03-10 15:00:00,19.6,46.13,2.06,170.0,398.5,246.5,231.0
2018-03-10 16:00:00,19.6,48.05,5.66,160.0,191.5,43.5,170.0
2018-03-10 17:00:00,18.7,52.93,2.57,180.0,168.0,153.0,118.0
2018-03-10 18:00:00,16.9,62.97,2.06,160.0,44.5,34.5,39.5
2018-03-10 19:00:00,17.7,59.87,4.63,170.0,0.0,0.0,0.0
2018-03-10 20:00:00,17.766666666666666,61.42666666666667,3.773333333333333,183.3333333333333,0.0,0.0,0.0
2018-03-10 21:00:00,16.9,67.76,4.12,190.0,0.0,0.0,0.0
2018-03-10 22:00:00,15.5,75.07,1.54,180.0,0.0,0.0,0.0
2018-03-10 23:00:00,13.6,83.19,2.57,160.0,0.0,0.0,0.0
2018-03-11 00:00:00,14.1,82.425,0.77,60.0,0.0,0.0,0.0
2018-03-11 01:00:00,14.8,78.015,1.285,65.0,0.0,0.0,0.0
2018-03-11 02:00:00,14.15,80.035,2.055,140.0,0.0,0.0,0.0
2018-03-11 03:00:00,13.985714285714286,79.71571428571428,0.7342857142857143,58.57142857142857,0.0,0.0,0.0
2018-03-11 04:00:00,13.225,86.57000000000002,1.8025,87.5,0.0,0.0,0.0
2018-03-11 05:00:00,12.833333333333336,88.43333333333334,3.0866666666666682,106.66666666666669,0.0,0.0,0.0
2018-03-11 06:00:00,12.325,92.275,1.6725,20.0,0.0,0.0,0.0
2018-03-11 07:00:00,12.0,94.01666666666664,2.9166666666666665,40.0,3.0,0.0,3.0
2018-03-11 08:00:00,12.0,93.9125,3.9875,72.5,10.0,0.0,10.0
2018-03-11 09:00:00,12.533333333333333,91.01666666666668,4.286666666666666,100.0,54.0,0.0,54.0
2018-03-11 10:00:00,13.05,92.74,3.085,125.0,80.0,0.0,80.0
2018-03-11 11:00:00,13.15,93.35,3.09,140.0,58.5,0.0,58.5
2018-03-11 12:00:00,13.5,93.06,3.6,360.0,92.0,0.0,92.0
2018-03-11 13:00:00,13.9,91.51,0.0,0.0,97.5,0.0,97.5
2018-03-11 14:00:00,13.7,94.92,2.06,340.0,90.5,0.0,90.5
2018-03-11 15:00:00,14.2,93.71,0.0,0.0,105.0,2.0,103.5
2018-03-11 16:00:00,14.35,91.49,0.0,0.0,117.5,2.5,116.0
2018-03-11 17:00:00,14.8,91.77333333333333,2.9166666666666665,273.3333333333333,103.0,101.0,75.5
2018-03-11 18:00:00,13.75,94.305,0.77,10.0,57.0,124.5,42.5
2018-03-11 19:00:00,12.983333333333334,95.23,0.0,0.0,0.0,0.0,0.0
2018-03-11 20:00:00,12.02,96.806,0.308,32.0,0.0,0.0,0.0
2018-03-11 21:00:00,11.8,96.75,1.54,160.0,0.0,0.0,0.0
2018-03-11 22:00:00,12.416666666666664,95.41166666666668,0.77,108.33333333333331,0.0,0.0,0.0
2018-03-11 23:00:00,13.78,93.984,4.012,286.0,0.0,0.0,0.0
2018-03-12 00:00:00,11.6,84.56200000000003,5.247999999999998,310.0,0.0,0.0,0.0
2018-03-12 01:00:00,9.975,87.8275,3.475,305.0,0.0,0.0,0.0
2018-03-12 02:00:00,9.5,83.315,4.8900000000000015,300.0,0.0,0.0,0.0
2018-03-12 03:00:00,8.3,80.26,6.17,320.0,0.0,0.0,0.0
2018-03-12 04:00:00,7.55,79.055,6.4350000000000005,320.0,0.0,0.0,0.0
2018-03-12 05:00:00,6.9,76.73,4.12,310.0,0.0,0.0,0.0
2018-03-12 06:00:00,5.7,71.74,9.26,320.0,0.0,0.0,0.0
2018-03-12 07:00:00,5.1,71.11,5.66,310.0,5.0,0.0,5.0
2018-03-12 08:00:00,5.1,70.08,5.66,310.0,35.0,0.0,35.0
2018-03-12 09:00:00,5.6,67.2,6.17,310.0,108.5,5.0,106.0
2018-03-12 10:00:00,6.9,64.17,6.17,320.0,295.0,88.0,238.0
2018-03-12 11:00:00,8.7,55.14,5.66,320.0,756.5,832.5,143.5
2018-03-12 12:00:00,10.9,44.89,8.23,330.0,884.0,975.5,104.0
2018-03-12 13:00:00,11.6,35.91,8.23,320.0,902.0,990.0,100.5
2018-03-12 14:00:00,12.8,29.88,8.75,350.0,842.0,976.5,97.5
2018-03-12 15:00:00,13.85,30.645,7.715,310.0,713.5,937.5,93.0
2018-03-12 16:00:00,14.5,32.0,6.17,340.0,527.5,862.5,84.0
2018-03-12 17:00:00,13.7,33.95,7.2,340.0,309.0,728.5,67.5
2018-03-12 18:00:00,11.3,41.84,5.14,310.0,92.0,393.5,37.5
2018-03-12 19:00:00,9.8,46.92,3.09,320.0,0.0,0.0,0.0
2018-03-12 20:00:00,8.7,55.14,3.09,310.0,0.0,0.0,0.0
2018-03-12 21:00:00,8.4,57.1,1.54,310.0,0.0,0.0,0.0
2018-03-12 22:00:00,7.5,62.03,2.06,290.0,0.0,0.0,0.0
2018-03-12 23:00:00,6.4,66.89,1.54,290.0,0.0,0.0,0.0
2018-03-13 00:00:00,5.2,77.0,1.54,300.0,0.0,0.0,0.0
2018-03-13 01:00:00,4.4,76.86,2.06,300.0,0.0,0.0,0.0
2018-03-13 02:00:00,3.9,80.18,2.57,310.0,0.0,0.0,0.0
2018-03-13 03:00:00,3.8,80.17,2.57,310.0,0.0,0.0,0.0
2018-03-13 04:00:00,3.1,83.02,2.06,320.0,0.0,0.0,0.0
2018-03-13 05:00:00,2.6,87.27,2.06,320.0,0.0,0.0,0.0
2018-03-13 06:00:00,2.6,82.96,2.06,330.0,0.0,0.0,0.0
2018-03-13 07:00:00,3.2,81.84,2.06,300.0,42.5,201.5,24.0
2018-03-13 08:00:00,5.4,62.88,3.09,30.0,239.0,643.5,66.5
2018-03-13 09:00:00,7.1,50.81,2.06,20.0,464.5,823.0,86.5
2018-03-13 10:00:00,8.8,42.97,4.63,30.0,664.0,910.5,99.5
2018-03-13 11:00:00,10.1,39.96,4.63,30.0,810.0,954.5,106.0
2018-03-13 12:00:00,11.5,36.96,2.57,360.0,891.5,975.0,108.0
2018-03-13 13:00:00,13.3,31.88,4.63,350.0,903.5,980.5,106.0
2018-03-13 14:00:00,14.6,29.08,4.12,350.0,840.0,959.5,105.0
2018-03-13 15:00:00,14.0,26.01,2.57,290.0,710.5,917.0,101.0
2018-03-13 16:00:00,14.4,25.93,4.63,320.0,527.0,846.0,89.5
2018-03-13 17:00:00,13.7,29.03,4.12,300.0,309.5,713.5,71.0
2018-03-13 18:00:00,12.0,33.94,2.06,290.0,95.0,392.5,40.0
2018-03-13 19:00:00,10.5,40.99,2.06,290.0,1.0,6.5,1.5
2018-03-13 20:00:00,10.1,47.01,2.57,250.0,0.0,0.0,0.0
2018-03-13 21:00:00,9.4,54.15,2.06,290.0,0.0,0.0,0.0
2018-03-13 22:00:00,8.4,57.1,0.0,0.0,0.0,0.0,0.0
2018-03-13 23:00:00,8.1,59.12,2.57,270.0,0.0,0.0,0.0
2018-03-14 00:00:00,8.2,51.88,5.66,320.0,0.0,0.0,0.0
2018-03-14 01:00:00,6.2,57.77,3.09,320.0,0.0,0.0,0.0
2018-03-14 02:00:00,5.4,57.99,1.54,300.0,0.0,0.0,0.0
2018-03-14 03:00:00,4.1,63.97,0.0,0.0,0.0,0.0,0.0
2018-03-14 04:00:00,3.6,68.75,0.0,0.0,0.0,0.0,0.0
2018-03-14 05:00:00,3.0,66.12,1.54,300.0,0.0,0.0,0.0
2018-03-14 06:00:00,2.2,69.99,2.06,310.0,0.0,0.0,0.0
2018-03-14 07:00:00,4.2,62.13,4.12,320.0,46.5,254.0,23.0
2018-03-14 08:00:00,7.1,50.81,3.6,330.0,247.0,695.5,57.5
2018-03-14 09:00:00,8.6,38.04,4.63,330.0,476.0,865.5,75.0
2018-03-14 10:00:00,10.2,28.87,4.12,320.0,675.0,948.0,83.0
2018-03-14 11:00:00,11.5,26.9,4.63,350.0,818.5,982.0,90.0
2018-03-14 12:00:00,12.2,23.95,4.12,260.0,901.0,999.0,94.0
2018-03-14 13:00:00,11.8,24.03,6.17,320.0,911.0,1000.0,94.0
2018-03-14 14:00:00,12.4,21.03,6.69,330.0,847.0,979.5,93.5
2018-03-14 15:00:00,12.9,22.01,3.09,340.0,719.5,943.5,89.0
2018-03-14 16:00:00,12.7,21.95,4.63,310.0,536.5,877.0,80.0
2018-03-14 17:00:00,12.1,23.93,3.6,300.0,318.0,751.5,65.0
2018-03-14 18:00:00,10.3,26.96,2.57,300.0,100.0,445.5,37.0
2018-03-14 19:00:00,8.4,37.98,0.0,0.0,1.0,10.0,1.5
2018-03-14 20:00:00,6.9,53.85,2.06,250.0,0.0,0.0,0.0
2018-03-14 21:00:00,7.6,46.96,0.0,0.0,0.0,0.0,0.0
2018-03-14 22:00:00,6.6,51.81,1.54,330.0,0.0,0.0,0.0
2018-03-14 23:00:00,3.5,68.73,0.0,0.0,0.0,0.0,0.0
2018-03-15 00:00:00,2.2,82.9,0.0,0.0,0.0,0.0,0.0
2018-03-15 01:00:00,1.9,84.7,0.0,0.0,0.0,0.0,0.0
2018-03-15 02:00:00,1.1,89.05,0.0,0.0,0.0,0.0,0.0
2018-03-15 03:00:00,1.0,83.97,0.0,0.0,0.0,0.0,0.0
2018-03-15 04:00:00,0.1,90.95,0.0,0.0,0.0,0.0,0.0
2018-03-15 05:00:00,-0.9,92.23,0.0,0.0,0.0,0.0,0.0
2018-03-15 06:00:00,-1.5,88.82,1.54,150.0,0.0,0.0,0.0
2018-03-15 07:00:00,0.7,89.02,0.0,0.0,50.0,278.5,23.5
2018-03-15 08:00:00,5.3,74.83,0.0,0.0,255.5,716.0,57.5
2018-03-15 09:00:00,10.0,55.89,1.54,220.0,486.0,878.5,74.5
2018-03-15 10:00:00,13.7,37.08,2.06,270.0,687.5,959.5,84.0
2018-03-15 11:00:00,16.3,24.02,2.57,210.0,829.5,990.5,90.5
2018-03-15 12:00:00,17.5,20.95,2.57,280.0,911.5,1004.5,96.0
2018-03-15 13:00:00,18.5,23.04,2.06,270.0,918.0,997.0,99.0
2018-03-15 14:00:00,19.3,20.04,1.54,220.0,853.5,975.0,99.5
2018-03-15 15:00:00,20.1,18.93,2.06,250.0,718.5,921.0,100.0
2018-03-15 16:00:00,20.2,18.95,4.63,220.0,515.5,800.0,98.5
2018-03-15 17:00:00,19.4,20.99,2.57,240.0,315.0,708.0,74.5
2018-03-15 18:00:00,16.7,31.95,0.0,0.0,91.0,343.0,39.0
2018-03-15 19:00:00,12.1,60.13,0.0,0.0,1.0,8.0,1.5
2018-03-15 20:00:00,9.1,65.14,0.0,0.0,0.0,0.0,0.0
2018-03-15 21:00:00,7.9,64.87,0.0,0.0,0.0,0.0,0.0
2018-03-15 22:00:00,10.9,55.40000000000001,2.57,220.0,0.0,0.0,0.0
2018-03-15 23:00:00,9.9,45.93,0.0,0.0,0.0,0.0,0.0
2018-03-16 00:00:00,6.6,70.9,0.0,0.0,0.0,0.0,0.0
2018-03-16 01:00:00,5.2,77.0,0.0,0.0,0.0,0.0,0.0
2018-03-16 02:00:00,4.7,82.05,0.0,0.0,0.0,0.0,0.0
2018-03-16 03:00:00,4.6,82.03,0.0,0.0,0.0,0.0,0.0
2018-03-16 04:00:00,4.1,86.18,0.0,0.0,0.0,0.0,0.0
2018-03-16 05:00:00,3.7,88.01,0.0,0.0,0.0,0.0,0.0
2018-03-16 06:00:00,3.4,93.15,0.0,0.0,0.0,0.0,0.0
2018-03-16 07:00:00,6.3,88.87,0.0,0.0,41.0,154.5,25.5
2018-03-16 08:00:00,8.9,79.79,0.0,0.0,201.5,411.5,85.0
2018-03-16 09:00:00,12.6,65.93,0.0,0.0,456.5,771.0,91.5
2018-03-16 10:00:00,15.5,58.92,0.0,0.0,599.0,711.0,154.0
2018-03-16 11:00:00,17.4,54.03,1.54,210.0,461.0,146.0,352.5
2018-03-16 12:00:00,18.2,51.03,1.54,280.0,457.5,110.0,367.5
2018-03-16 13:00:00,18.7,44.94,0.0,0.0,504.5,134.0,394.0
2018-03-16 14:00:00,20.8,44.93,2.57,150.0,319.0,34.0,292.0
2018-03-16 15:00:00,20.9,44.05,2.57,220.0,238.0,23.5,222.5
2018-03-16 16:00:00,19.9,48.525,1.03,100.0,128.5,8.5,123.5
2018-03-16 17:00:00,19.8,55.00666666666667,1.7133333333333336,143.33333333333334,79.5,39.0,66.5
2018-03-16 18:00:00,15.133333333333333,70.02583333333332,2.4033333333333338,190.0,15.0,0.0,15.0
2018-03-16 19:00:00,14.85,85.04499999999999,0.77,160.0,0.0,0.0,0.0
2018-03-16 20:00:00,14.733333333333334,89.59999999999998,0.5133333333333333,53.33333333333334,0.0,0.0,0.0
2018-03-16 21:00:00,14.0,90.09,2.06,180.0,0.0,0.0,0.0
2018-03-16 22:00:00,13.8,91.27,0.0,0.0,0.0,0.0,0.0
2018-03-16 23:00:00,13.7,90.07,0.0,0.0,0.0,0.0,0.0
2018-03-17 00:00:00,14.8,87.83,0.0,0.0,0.0,0.0,0.0
2018-03-17 01:00:00,13.9,93.09,0.0,0.0,0.0,0.0,0.0
2018-03-17 02:00:00,14.6,91.92,0.0,0.0,0.0,0.0,0.0
2018-03-17 03:00:00,15.0,90.17,0.0,0.0,0.0,0.0,0.0
2018-03-17 04:00:00,15.3,90.19,0.0,0.0,0.0,0.0,0.0
2018-03-17 05:00:00,14.9,90.16,0.0,0.0,0.0,0.0,0.0
2018-03-17 06:00:00,14.8,89.80666666666666,0.5133333333333333,60.0,0.0,0.0,0.0
2018-03-17 07:00:00,15.6,90.8,1.54,190.0,14.5,6.5,14.0
2018-03-17 08:00:00,17.0,88.02,2.06,210.0,61.0,0.0,61.0
2018-03-17 09:00:00,18.033333333333328,87.37333333333332,3.26,216.66666666666663,130.0,6.0,127.0
2018-03-17 10:00:00,19.4,79.71,3.09,230.0,263.0,37.0,239.0
2018-03-17 11:00:00,20.15,75.875,3.605,235.0,285.5,44.5,252.0
2018-03-17 12:00:00,21.55,69.065,3.605,255.0,478.5,144.0,360.5
2018-03-17 13:00:00,22.8,61.88,3.6,270.0,640.0,342.5,357.0
2018-03-17 14:00:00,23.9,55.0,3.6,220.0,656.0,485.5,281.0
2018-03-17 15:00:00,27.3,49.84,4.63,240.0,659.0,795.5,121.0
2018-03-17 16:00:00,27.3,50.8,3.6,240.0,486.0,707.0,109.5
2018-03-17 17:00:00,26.6,53.95,2.06,260.0,283.5,566.5,87.5
2018-03-17 18:00:00,23.8,64.12,0.0,0.0,91.0,291.5,46.0
2018-03-17 19:00:00,20.2,75.86,0.0,0.0,1.0,4.0,1.0
2018-03-17 20:00:00,22.9,69.87,4.12,210.0,0.0,0.0,0.0
2018-03-17 21:00:00,21.8,77.09,4.12,220.0,0.0,0.0,0.0
2018-03-17 22:00:00,20.7,81.94,3.09,210.0,0.0,0.0,0.0
2018-03-17 23:00:00,20.4,87.77,3.6,220.0,0.0,0.0,0.0
2018-03-18 00:00:00,19.8,91.08,3.09,220.0,0.0,0.0,0.0
2018-03-18 01:00:00,19.05,93.355,0.0,0.0,0.0,0.0,0.0
2018-03-18 02:00:00,18.45,94.51,0.0,0.0,0.0,0.0,0.0
2018-03-18 03:00:00,17.3,95.67,0.0,0.0,0.0,0.0,0.0
2018-03-18 04:00:00,16.9,96.88,0.0,0.0,0.0,0.0,0.0
2018-03-18 05:00:00,16.85,97.3775,0.0,0.0,0.0,0.0,0.0
2018-03-18 06:00:00,17.2,95.51,0.5133333333333333,70.0,0.0,0.0,0.0
2018-03-18 07:00:00,18.05,93.01,0.0,0.0,44.0,136.5,29.0
2018-03-18 08:00:00,19.05,87.65,1.8,235.0,162.5,228.5,97.0
2018-03-18 09:00:00,20.25,81.88499999999998,1.03,120.0,284.5,214.5,179.5
2018-03-18 10:00:00,22.2,73.82,1.54,90.0,520.5,491.0,213.0
2018-03-18 11:00:00,23.0,69.01,1.54,60.0,452.5,129.5,355.0
2018-03-18 12:00:00,24.6,65.11,1.54,200.0,431.0,102.5,346.0
2018-03-18 13:00:00,24.4,65.89,1.54,130.0,448.0,114.5,352.0
2018-03-18 14:00:00,24.1,69.00999999999999,2.315,210.0,173.5,4.0,170.0
2018-03-18 15:00:00,22.5,85.81,2.06,230.0,103.5,2.0,102.5
2018-03-18 16:00:00,22.0,89.00999999999998,1.0266666666666666,173.33333333333337,120.0,5.0,117.0
2018-03-18 17:00:00,21.0,94.03,0.0,0.0,41.5,0.0,41.5
2018-03-18 18:00:00,19.7,93.734,2.2640000000000002,222.0,7.0,0.0,7.0
2018-03-18 19:00:00,18.1,93.895,3.86,200.0,0.0,0.0,0.0
2018-03-18 20:00:00,18.0,94.29,3.773333333333333,56.66666666666666,0.0,0.0,0.0
2018-03-18 21:00:00,17.75,94.48,1.54,35.0,0.0,0.0,0.0
2018-03-18 22:00:00,17.15,97.835,1.8,30.0,0.0,0.0,0.0
2018-03-18 23:00:00,17.033333333333335,96.5,0.5133333333333333,13.333333333333336,0.0,0.0,0.0
2018-03-19 00:00:00,16.833333333333332,93.83333333333331,1.5433333333333332,150.0,0.0,0.0,0.0
2018-03-19 01:00:00,16.3,96.86,0.0,0.0,0.0,0.0,0.0
2018-03-19 02:00:00,16.2,98.435,0.0,0.0,0.0,0.0,0.0
2018-03-19 03:00:00,16.375,97.6775,1.415,42.5,0.0,0.0,0.0
2018-03-19 04:00:00,16.383333333333333,97.42333333333332,1.4566666666666668,226.66666666666663,0.0,0.0,0.0
2018-03-19 05:00:00,16.5,97.31666666666666,1.54,33.333333333333336,0.0,0.0,0.0
2018-03-19 06:00:00,16.2,99.055,1.03,15.0,0.0,0.0,0.0
2018-03-19 07:00:00,16.725,97.99,0.0,0.0,16.0,29.0,12.0
2018-03-19 08:00:00,18.05,95.4,0.77,85.0,88.0,128.0,55.0
2018-03-19 09:00:00,19.25,92.79,2.055,200.0,219.5,75.5,181.5
2018-03-19 10:00:00,20.1,85.3425,1.8000000000000005,215.0,347.5,145.0,250.5
2018-03-19 11:00:00,19.466666666666665,91.28666666666668,2.23,196.66666666666663,128.5,4.0,125.5
2018-03-19 12:00:00,20.8,86.962,1.85,170.0,442.5,92.5,365.5
2018-03-19 13:00:00,21.9,80.09400000000002,1.13,126.0,278.0,30.5,252.5
2018-03-19 14:00:00,21.975,78.83500000000002,0.385,42.5,121.5,6.0,117.0
2018-03-19 15:00:00,23.4,73.11,1.54,230.0,347.0,161.5,240.0
2018-03-19 16:00:00,25.8,70.86,1.54,220.0,405.5,426.0,177.0
2018-03-19 17:00:00,25.8,69.99,2.06,230.0,191.0,235.0,104.5
2018-03-19 18:00:00,23.5,77.83,1.54,180.0,91.0,240.5,52.5
2018-03-19 19:00:00,19.8,86.07,3.6,180.0,1.0,2.5,1.0
2018-03-19 20:00:00,21.2,82.0,4.63,180.0,0.0,0.0,0.0
2018-03-19 21:00:00,21.3,85.15,4.63,200.0,0.0,0.0,0.0
2018-03-19 22:00:00,20.9,87.81,4.12,200.0,0.0,0.0,0.0
2018-03-19 23:00:00,20.6,88.89,4.12,210.0,0.0,0.0,0.0
2018-03-20 00:00:00,20.9,87.63333333333333,3.773333333333333,236.66666666666663,0.0,0.0,0.0
2018-03-20 01:00:00,19.9,88.83,2.57,240.0,0.0,0.0,0.0
2018-03-20 02:00:00,19.3,72.84,2.06,240.0,0.0,0.0,0.0
2018-03-20 03:00:00,18.1,72.15,2.57,250.0,0.0,0.0,0.0
2018-03-20 04:00:00,16.7,66.83,1.54,250.0,0.0,0.0,0.0
2018-03-20 05:00:00,14.6,71.01,0.0,0.0,0.0,0.0,0.0
2018-03-20 06:00:00,13.8,76.81,1.54,250.0,0.0,0.0,0.0
2018-03-20 07:00:00,15.5,64.8,2.06,260.0,58.0,249.0,30.0
2018-03-20 08:00:00,16.2,61.13,4.63,290.0,181.0,295.0,100.5
2018-03-20 09:00:00,15.9,64.02,3.6,280.0,188.5,32.5,172.0
2018-03-20 10:00:00,17.0,60.1,5.14,290.0,579.0,623.0,165.5
2018-03-20 11:00:00,16.5,56.81,3.6,280.0,739.5,749.0,167.5
2018-03-20 12:00:00,16.8,53.14,4.63,280.0,507.0,202.5,338.5
2018-03-20 13:00:00,14.7,59.94,3.6,280.0,355.5,39.5,322.5
2018-03-20 14:00:00,14.5,59.08,5.66,290.0,224.5,15.0,212.5
2018-03-20 15:00:00,13.7,60.94,5.66,300.0,128.5,1.5,127.5
2018-03-20 16:00:00,13.2,63.83,4.12,280.0,138.0,16.0,129.5
2018-03-20 17:00:00,12.9,64.21,3.6,270.0,46.5,0.0,46.5
2018-03-20 18:00:00,11.466666666666667,77.07333333333334,4.29,293.3333333333333,10.0,0.0,10.0
2018-03-20 19:00:00,11.5,72.86,3.09,300.0,1.0,2.5,1.0
2018-03-20 20:00:00,11.0,71.77,4.63,290.0,0.0,0.0,0.0
2018-03-20 21:00:00,10.6,71.19,4.12,300.0,0.0,0.0,0.0
2018-03-20 22:00:00,10.1,65.83,7.2,300.0,0.0,0.0,0.0
2018-03-20 23:00:00,9.2,68.95,4.12,300.0,0.0,0.0,0.0
2018-03-21 00:00:00,8.3,68.76,4.12,300.0,0.0,0.0,0.0
2018-03-21 01:00:00,7.1,73.05,3.09,300.0,0.0,0.0,0.0
2018-03-21 02:00:00,5.8,70.74,3.09,310.0,0.0,0.0,0.0
2018-03-21 03:00:00,5.4,72.73,3.09,300.0,0.0,0.0,0.0
2018-03-21 04:00:00,5.4,72.2,2.57,300.0,0.0,0.0,0.0
2018-03-21 05:00:00,5.4,72.73,2.06,280.0,0.0,0.0,0.0
2018-03-21 06:00:00,5.2,74.81,2.06,260.0,0.0,0.0,0.0
2018-03-21 07:00:00,6.0,76.04,2.06,290.0,63.5,252.5,34.0
2018-03-21 08:00:00,8.1,59.12,3.6,280.0,269.0,635.0,75.0
2018-03-21 09:00:00,9.8,50.1,5.66,300.0,494.0,802.5,96.0
2018-03-21 10:00:00,11.2,44.01,6.17,290.0,681.5,868.5,113.0
2018-03-21 11:00:00,12.4,43.1,5.66,300.0,802.5,858.5,142.0
2018-03-21 12:00:00,12.3,40.93,5.14,280.0,704.5,488.0,297.0
2018-03-21 13:00:00,12.6,40.13,7.72,300.0,723.0,501.0,301.0
2018-03-21 14:00:00,13.3,38.9,7.2,320.0,754.5,695.0,206.0
2018-03-21 15:00:00,14.05,36.255,7.975,330.0,711.0,863.0,117.0
2018-03-21 16:00:00,13.2,38.03,6.17,320.0,546.5,838.0,92.5
2018-03-21 17:00:00,13.2,38.87,7.72,330.0,310.5,638.0,83.5
2018-03-21 18:00:00,11.4,44.07,5.14,320.0,110.5,413.0,45.0
2018-03-21 19:00:00,10.2,49.86,2.57,320.0,2.5,16.5,3.0
2018-03-21 20:00:00,9.3,54.12,2.06,310.0,0.0,0.0,0.0
2018-03-21 21:00:00,8.8,53.98,3.09,300.0,0.0,0.0,0.0
2018-03-21 22:00:00,7.8,59.04,3.09,300.0,0.0,0.0,0.0
2018-03-21 23:00:00,7.2,61.07,2.57,300.0,0.0,0.0,0.0
2018-03-22 00:00:00,6.1,64.92,3.09,310.0,0.0,0.0,0.0
2018-03-22 01:00:00,5.5,66.21,3.09,320.0,0.0,0.0,0.0
2018-03-22 02:00:00,5.0,68.05,2.06,300.0,0.0,0.0,0.0
2018-03-22 03:00:00,4.3,70.95,2.06,300.0,0.0,0.0,0.0
2018-03-22 04:00:00,3.8,75.11,3.09,320.0,0.0,0.0,0.0
2018-03-22 05:00:00,3.1,77.2,2.06,310.0,0.0,0.0,0.0
2018-03-22 06:00:00,2.9,77.74,0.0,0.0,0.0,0.0,0.0
2018-03-22 07:00:00,4.9,75.85,0.0,0.0,71.0,335.0,31.5
2018-03-22 08:00:00,7.0,61.91,1.54,330.0,284.5,714.5,64.0
2018-03-22 09:00:00,9.7,41.98,5.14,10.0,509.0,855.0,81.5
2018-03-22 10:00:00,10.9,37.89,5.66,320.0,704.5,925.5,94.0
2018-03-22 11:00:00,13.0,35.01,4.12,340.0,845.5,959.0,101.5
2018-03-22 12:00:00,15.0,31.45,5.654999999999999,315.0,924.0,974.5,106.5
2018-03-22 13:00:00,16.1,29.96,3.6,320.0,931.0,979.5,101.5
2018-03-22 14:00:00,16.9,28.9,4.63,340.0,867.5,961.5,101.5
2018-03-22 15:00:00,17.3,26.96,4.63,330.0,738.0,923.0,98.0
2018-03-22 16:00:00,17.3,26.96,5.14,320.0,552.0,850.0,90.0
2018-03-22 17:00:00,16.9,28.06,3.6,320.0,332.5,723.0,73.0
2018-03-22 18:00:00,14.6,33.97,3.09,310.0,113.0,434.5,43.5
2018-03-22 19:00:00,13.2,36.93,0.0,0.0,2.5,20.0,3.0
