date_time,Dry Bulb Temperature [°C],Relative Humidity [%],Wind Speed [m/s],Wind Direction [Deg],Global Horizontal Radiation [W/m2],Direct Normal Radiation [W/m2],Diffuse Horizontal Radiation [W/m2]
2018-01-01 01:00:00,-2.2,43.98,6.17,360.0,0.0,0.0,0.0
2018-01-01 02:00:00,-2.8,47.88,5.66,350.0,0.0,0.0,0.0
2018-01-01 03:00:00,-3.6,48.02,5.14,340.0,0.0,0.0,0.0
2018-01-01 04:00:00,-4.2,49.02,6.69,350.0,0.0,0.0,0.0
2018-01-01 05:00:00,-4.5,48.93,5.66,350.0,0.0,0.0,0.0
2018-01-01 06:00:00,-4.9,51.68,7.72,350.0,0.0,0.0,0.0
2018-01-01 07:00:00,-5.3,53.71,6.17,350.0,0.0,0.0,0.0
2018-01-01 08:00:00,-4.5,50.97,8.23,340.0,58.5,332.5,27.5
2018-01-01 09:00:00,-3.4,47.69,5.66,10.0,208.5,578.5,65.5
2018-01-01 10:00:00,-2.7,46.01,6.69,350.0,335.5,565.5,110.5
2018-01-01 11:00:00,-1.4,41.79,8.23,350.0,426.5,530.5,159.5
2018-01-01 12:00:00,-0.9,39.8,5.66,180.0,481.0,532.5,183.0
2018-01-01 13:00:00,-0.2,37.365,6.945,355.0,498.0,581.5,170.0
2018-01-01 14:00:00,0.0,38.04,5.66,340.0,474.5,668.5,134.0
2018-01-01 15:00:00,0.8,35.03,6.69,360.0,438.5,902.5,62.5
2018-01-01 16:00:00,0.5,35.8,4.12,10.0,275.5,808.0,50.5
2018-01-01 17:00:00,-0.9,39.96,6.17,360.0,89.0,504.0,30.0
2018-01-01 18:00:00,-2.0,45.85,3.6,360.0,0.0,0.0,0.0
2018-01-01 19:00:00,-2.3,45.76,3.6,360.0,0.0,0.0,0.0
2018-01-01 20:00:00,-2.9,49.02,3.6,350.0,0.0,0.0,0.0
2018-01-01 21:00:00,-3.5,50.04,3.6,350.0,0.0,0.0,0.0
2018-01-01 22:00:00,-4.2,54.03,4.63,350.0,0.0,0.0,0.0
2018-01-01 23:00:00,-4.7,55.66,4.12,350.0,0.0,0.0,0.0
2018-01-02 00:00:00,-5.1,56.91,4.12,10.0,0.0,0.0,0.0
2018-01-02 01:00:00,-5.3,58.72,4.12,10.0,0.0,0.0,0.0
2018-01-02 02:00:00,-5.5,57.72,4.12,10.0,0.0,0.0,0.0
2018-01-02 03:00:00,-5.8,60.02,4.63,20.0,0.0,0.0,0.0
2018-01-02 04:00:00,-6.1,59.94,4.12,20.0,0.0,0.0,0.0
2018-01-02 05:00:00,-6.5,60.81,3.6,20.0,0.0,0.0,0.0
2018-01-02 06:00:00,-6.8,62.74,3.6,10.0,0.0,0.0,0.0
2018-01-02 07:00:00,-7.0,64.75,3.09,10.0,0.0,0.0,0.0
2018-01-02 08:00:00,-6.0,59.97,3.6,20.0,63.5,381.5,26.5
2018-01-02 09:00:00,-4.1,52.77,4.12,10.0,244.0,759.5,49.0
2018-01-02 10:00:00,-2.3,48.81,3.6,40.0,418.5,896.0,60.5
2018-01-02 11:00:00,-0.7,44.8,0.0,0.0,548.5,956.5,66.5
2018-01-02 12:00:00,1.2,39.04,2.57,320.0,620.0,980.5,70.5
2018-01-02 13:00:00,2.4,35.82,2.06,310.0,625.0,983.0,70.5
2018-01-02 14:00:00,3.1,33.01,2.06,360.0,561.0,957.0,67.0
2018-01-02 15:00:00,4.0,30.0,4.12,50.0,423.5,836.0,71.0
2018-01-02 16:00:00,4.1,27.92,4.12,350.0,255.0,709.0,59.0
2018-01-02 17:00:00,2.1,32.96,2.57,350.0,87.5,476.0,30.5
2018-01-02 18:00:00,0.5,43.07,1.54,320.0,0.0,0.0,0.0
2018-01-02 19:00:00,-0.2,47.9,1.54,320.0,0.0,0.0,0.0
2018-01-02 20:00:00,0.1,43.99,3.09,360.0,0.0,0.0,0.0
2018-01-02 21:00:00,-0.1,46.07,3.09,20.0,0.0,0.0,0.0
2018-01-02 22:00:00,-0.6,49.71,2.57,10.0,0.0,0.0,0.0
2018-01-02 23:00:00,-0.3,49.02,3.09,40.0,0.0,0.0,0.0
2018-01-03 00:00:00,-0.8,53.73,2.06,10.0,0.0,0.0,0.0
2018-01-03 01:00:00,-1.2,55.76,1.54,350.0,0.0,0.0,0.0
2018-01-03 02:00:00,-0.8,53.73,2.06,20.0,0.0,0.0,0.0
2018-01-03 03:00:00,-0.5,55.09,2.57,30.0,0.0,0.0,0.0
2018-01-03 04:00:00,-0.7,56.78,0.0,0.0,0.0,0.0,0.0
2018-01-03 05:00:00,-0.7,56.78,1.54,280.0,0.0,0.0,0.0
2018-01-03 06:00:00,-0.6,61.86,0.0,0.0,0.0,0.0,0.0
2018-01-03 07:00:00,-0.5,62.85,0.0,0.0,0.0,0.0,0.0
2018-01-03 08:00:00,0.2,54.01,2.57,340.0,37.0,88.0,28.0
2018-01-03 09:00:00,1.4,44.04,0.0,0.0,151.0,226.5,91.5
2018-01-03 10:00:00,2.6,32.85,1.54,290.0,281.0,331.0,151.5
2018-01-03 11:00:00,3.9,27.86,4.12,320.0,391.0,402.5,184.0
2018-01-03 12:00:00,5.4,27.87,3.09,340.0,576.5,834.0,108.0
2018-01-03 13:00:00,6.4,27.95,2.57,320.0,609.0,928.0,84.0
2018-01-03 14:00:00,7.1,21.95,3.6,300.0,554.5,920.5,77.5
2018-01-03 15:00:00,7.0,21.92,4.12,300.0,435.5,874.0,67.5
2018-01-03 16:00:00,6.4,23.99,3.09,300.0,272.5,773.0,54.0
2018-01-03 17:00:00,4.8,27.02,3.09,300.0,90.5,492.5,31.5
2018-01-03 18:00:00,3.2,27.88,2.57,300.0,1.0,15.0,1.5
2018-01-03 19:00:00,2.1,29.9,1.54,290.0,0.0,0.0,0.0
2018-01-03 20:00:00,1.0,38.05,1.54,290.0,0.0,0.0,0.0
2018-01-03 21:00:00,0.8,33.91,3.09,300.0,0.0,0.0,0.0
2018-01-03 22:00:00,0.4,32.96,3.09,310.0,0.0,0.0,0.0
2018-01-03 23:00:00,0.0,32.84,4.63,300.0,0.0,0.0,0.0
2018-01-04 00:00:00,-0.6,34.02,4.63,300.0,0.0,0.0,0.0
2018-01-04 01:00:00,-1.2,38.9,3.09,300.0,0.0,0.0,0.0
2018-01-04 02:00:00,-1.6,40.72,3.09,300.0,0.0,0.0,0.0
2018-01-04 03:00:00,-2.0,44.04,3.09,290.0,0.0,0.0,0.0
2018-01-04 04:00:00,-2.6,46.79,3.09,290.0,0.0,0.0,0.0
2018-01-04 05:00:00,-3.1,50.97,3.6,290.0,0.0,0.0,0.0
2018-01-04 06:00:00,-3.3,53.86,3.09,300.0,0.0,0.0,0.0
2018-01-04 07:00:00,-3.6,56.87,3.6,290.0,0.0,0.0,0.0
2018-01-04 08:00:00,-2.8,54.87,4.63,300.0,62.5,383.0,24.5
2018-01-04 09:00:00,-1.3,49.9,5.14,310.0,245.0,772.5,47.0
2018-01-04 10:00:00,0.5,42.05,5.14,320.0,420.0,906.0,57.0
2018-01-04 11:00:00,2.2,36.05,3.09,280.0,551.0,966.0,63.0
2018-01-04 12:00:00,2.7,31.84,4.63,280.0,586.0,873.0,96.0
2018-01-04 13:00:00,4.1,27.92,3.09,280.0,623.5,980.0,67.0
2018-01-04 14:00:00,5.0,23.97,4.63,300.0,565.0,966.0,63.0
2018-01-04 15:00:00,5.4,22.93,5.14,310.0,444.5,916.0,56.5
2018-01-04 16:00:00,4.4,22.83,4.63,320.0,278.0,808.0,48.0
2018-01-04 17:00:00,2.4,27.86,3.6,310.0,94.0,534.0,29.0
2018-01-04 18:00:00,1.3,30.89,2.57,300.0,1.0,18.5,1.5
2018-01-04 19:00:00,0.4,34.9,3.09,300.0,0.0,0.0,0.0
2018-01-04 20:00:00,-1.1,39.9,2.06,300.0,0.0,0.0,0.0
2018-01-04 21:00:00,-1.7,42.04,2.06,320.0,0.0,0.0,0.0
2018-01-04 22:00:00,-1.9,39.0,0.0,0.0,0.0,0.0,0.0
2018-01-04 23:00:00,-2.6,43.85,2.06,310.0,0.0,0.0,0.0
2018-01-05 00:00:00,-3.2,48.93,3.09,350.0,0.0,0.0,0.0
2018-01-05 01:00:00,-3.7,47.99,2.06,350.0,0.0,0.0,0.0
2018-01-05 02:00:00,-3.7,47.99,2.57,340.0,0.0,0.0,0.0
2018-01-05 03:00:00,-3.9,50.73,0.0,0.0,0.0,0.0,0.0
2018-01-05 04:00:00,-4.7,55.66,2.06,360.0,0.0,0.0,0.0
2018-01-05 05:00:00,-4.9,51.68,2.06,340.0,0.0,0.0,0.0
2018-01-05 06:00:00,-5.2,58.75,1.54,300.0,0.0,0.0,0.0
2018-01-05 07:00:00,-5.6,64.06,1.54,310.0,0.0,0.0,0.0
2018-01-05 08:00:00,-4.0,59.07,0.0,0.0,61.0,367.5,25.0
2018-01-05 09:00:00,-1.8,40.99,2.57,20.0,224.5,675.0,54.5
2018-01-05 10:00:00,-0.2,32.77,1.54,30.0,396.5,817.0,70.0
2018-01-05 11:00:00,2.2,28.96,2.06,280.0,517.5,852.0,85.5
2018-01-05 12:00:00,4.0,23.87,2.57,320.0,533.0,704.0,137.0
2018-01-05 13:00:00,5.3,19.9,2.06,330.0,536.0,697.5,139.0
2018-01-05 14:00:00,6.2,21.88,2.06,260.0,559.0,932.5,72.0
2018-01-05 15:00:00,7.3,20.96,2.06,220.0,437.5,871.5,66.5
2018-01-05 16:00:00,7.3,19.95,2.06,310.0,272.5,755.5,55.0
2018-01-05 17:00:00,5.6,25.98,0.0,0.0,87.5,425.0,35.0
2018-01-05 18:00:00,1.7,41.76,0.0,0.0,1.0,15.0,1.5
2018-01-05 19:00:00,-0.8,59.0,0.0,0.0,0.0,0.0,0.0
2018-01-05 20:00:00,-1.4,66.1,0.0,0.0,0.0,0.0,0.0
2018-01-05 21:00:00,-2.2,70.66,0.0,0.0,0.0,0.0,0.0
2018-01-05 22:00:00,-2.1,66.97,0.0,0.0,0.0,0.0,0.0
2018-01-05 23:00:00,-3.2,84.08,0.0,0.0,0.0,0.0,0.0
2018-01-06 00:00:00,-2.8,81.61,0.0,0.0,0.0,0.0,0.0
2018-01-06 01:00:00,-3.2,92.78,0.0,0.0,0.0,0.0,0.0
2018-01-06 02:00:00,-4.4,89.92,0.0,0.0,0.0,0.0,0.0
2018-01-06 03:00:00,-4.5,89.91,0.0,0.0,0.0,0.0,0.0
2018-01-06 04:00:00,-4.2,78.94,1.54,40.0,0.0,0.0,0.0
2018-01-06 05:00:00,-3.0,74.99,0.0,0.0,0.0,0.0,0.0
2018-01-06 06:00:00,-3.2,79.1,0.0,0.0,0.0,0.0,0.0
2018-01-06 07:00:00,-3.1,74.97,0.0,0.0,0.0,0.0,0.0
2018-01-06 08:00:00,-2.0,74.03,0.0,0.0,40.5,120.0,28.0
2018-01-06 09:00:00,-0.4,64.83,0.0,0.0,169.5,339.5,83.5
2018-01-06 10:00:00,2.1,41.89,2.57,40.0,271.5,288.5,152.0
2018-01-06 11:00:00,4.0,33.03,0.0,0.0,428.5,520.5,164.0
2018-01-06 12:00:00,5.7,31.01,2.06,10.0,555.5,764.0,122.5
2018-01-06 13:00:00,6.6,31.05,0.0,0.0,611.5,932.5,79.0
2018-01-06 14:00:00,8.4,27.03,2.06,70.0,553.5,909.5,77.0
2018-01-06 15:00:00,9.1,24.98,0.0,0.0,436.0,852.5,71.0
2018-01-06 16:00:00,9.4,25.87,3.09,20.0,272.0,735.5,58.0
2018-01-06 17:00:00,7.1,31.94,2.06,350.0,92.5,455.5,34.0
2018-01-06 18:00:00,5.2,39.98,2.06,340.0,1.5,13.5,2.0
2018-01-06 19:00:00,4.1,40.89,2.06,40.0,0.0,0.0,0.0
2018-01-06 20:00:00,3.4,46.78,2.57,40.0,0.0,0.0,0.0
2018-01-06 21:00:00,1.0,62.74,1.54,10.0,0.0,0.0,0.0
2018-01-06 22:00:00,0.4,60.7,0.0,0.0,0.0,0.0,0.0
2018-01-06 23:00:00,-1.2,74.75,2.06,360.0,0.0,0.0,0.0
2018-01-07 00:00:00,-0.5,65.81,2.06,50.0,0.0,0.0,0.0
2018-01-07 01:00:00,-0.5,61.89,1.54,60.0,0.0,0.0,0.0
2018-01-07 02:00:00,0.0,53.12,2.06,60.0,0.0,0.0,0.0
2018-01-07 03:00:00,-0.8,55.0,2.06,40.0,0.0,0.0,0.0
2018-01-07 04:00:00,-1.3,57.06,2.57,50.0,0.0,0.0,0.0
2018-01-07 05:00:00,-1.6,56.09,2.06,50.0,0.0,0.0,0.0
2018-01-07 06:00:00,-2.3,59.06,2.06,40.0,0.0,0.0,0.0
2018-01-07 07:00:00,-2.2,55.92,2.06,40.0,0.0,0.0,0.0
2018-01-07 08:00:00,-0.8,52.06,2.06,60.0,26.0,21.5,23.5
2018-01-07 09:00:00,2.7,33.96,5.14,90.0,228.0,668.5,55.0
2018-01-07 10:00:00,5.1,33.9,3.09,90.0,384.0,759.5,80.5
2018-01-07 11:00:00,6.5,34.07,4.12,80.0,414.5,465.5,179.0
2018-01-07 12:00:00,8.4,31.84,5.14,110.0,455.5,412.5,221.5
2018-01-07 13:00:00,9.8,29.89,4.63,90.0,424.0,307.5,247.5
2018-01-07 14:00:00,10.5,29.87,5.66,110.0,406.0,380.0,204.5
2018-01-07 15:00:00,10.1,31.87,4.12,100.0,288.0,266.0,173.0
2018-01-07 16:00:00,10.0,32.09,6.17,100.0,158.5,172.0,106.0
2018-01-07 17:00:00,8.9,35.89,5.14,110.0,49.0,79.0,39.0
2018-01-07 18:00:00,8.4,36.84,5.14,90.0,1.0,8.0,1.0
2018-01-07 19:00:00,7.9,35.86,6.17,110.0,0.0,0.0,0.0
2018-01-07 20:00:00,7.5,33.85,4.63,100.0,0.0,0.0,0.0
2018-01-07 21:00:00,6.6,36.01,4.12,80.0,0.0,0.0,0.0
2018-01-07 22:00:00,6.4,34.04,4.12,90.0,0.0,0.0,0.0
2018-01-07 23:00:00,6.1,37.85,5.14,80.0,0.0,0.0,0.0
2018-01-08 00:00:00,5.7,43.0,4.63,110.0,0.0,0.0,0.0
2018-01-08 01:00:00,5.8,46.08,3.09,80.0,0.0,0.0,0.0
2018-01-08 02:00:00,5.1,48.01,4.12,60.0,0.0,0.0,0.0
2018-01-08 03:00:00,4.95,55.645,4.375,70.0,0.0,0.0,0.0
2018-01-08 04:00:00,4.4,69.20666666666666,3.6,70.0,0.0,0.0,0.0
2018-01-08 05:00:00,3.7,80.74,3.09,80.0,0.0,0.0,0.0
2018-01-08 06:00:00,3.7,82.83,3.09,75.0,0.0,0.0,0.0
2018-01-08 07:00:00,3.0,87.94,4.63,90.0,0.0,0.0,0.0
2018-01-08 08:00:00,2.95,87.945,5.915,90.0,34.0,57.0,28.0
2018-01-08 09:00:00,3.3666666666666667,91.02,5.1433333333333335,113.33333333333331,119.5,113.0,92.0
2018-01-08 10:00:00,5.3,82.71,4.63,100.0,190.0,77.5,157.5
2018-01-08 11:00:00,6.133333333333333,84.42333333333333,4.29,106.66666666666669,254.5,88.0,209.5
2018-01-08 12:00:00,7.65,85.38250000000002,3.7325,105.0,141.0,6.0,137.5
2018-01-08 13:00:00,8.983333333333333,81.85833333333333,3.86,91.66666666666669,192.5,12.0,185.5
2018-01-08 14:00:00,9.016666666666667,87.685,3.6016666666666666,73.33333333333333,71.5,0.0,71.5
2018-01-08 15:00:00,8.9,93.23333333333332,4.116666666666667,50.0,90.5,0.0,90.5
2018-01-08 16:00:00,8.959999999999997,93.576,4.218,54.0,33.0,0.0,33.0
2018-01-08 17:00:00,8.925,93.2875,4.1175,55.0,11.5,0.0,11.5
2018-01-08 18:00:00,8.9,96.02,3.09,60.0,0.0,0.0,0.0
2018-01-08 19:00:00,9.4,98.0,5.14,60.0,0.0,0.0,0.0
2018-01-08 20:00:00,9.9,94.35,5.830000000000001,70.0,0.0,0.0,0.0
2018-01-08 21:00:00,9.933333333333334,94.56666666666666,4.973333333333333,73.33333333333333,0.0,0.0,0.0
2018-01-08 22:00:00,10.05,98.355,4.115,70.0,0.0,0.0,0.0
2018-01-08 23:00:00,10.0,99.005,3.605,60.0,0.0,0.0,0.0
2018-01-09 00:00:00,9.875,99.665,2.96,35.0,0.0,0.0,0.0
2018-01-09 01:00:00,9.5,98.0,3.09,50.0,0.0,0.0,0.0
2018-01-09 02:00:00,9.7,94.76,3.6,80.0,0.0,0.0,0.0
2018-01-09 03:00:00,9.9,94.13,3.6,80.0,0.0,0.0,0.0
2018-01-09 04:00:00,9.8,94.76,2.57,60.0,0.0,0.0,0.0
2018-01-09 05:00:00,9.7,98.01,3.09,360.0,0.0,0.0,0.0
2018-01-09 06:00:00,9.9,98.68333333333334,3.773333333333333,30.0,0.0,0.0,0.0
2018-01-09 07:00:00,9.025,97.5325,3.345,35.0,0.0,0.0,0.0
2018-01-09 08:00:00,9.6,98.0,2.06,30.0,15.0,24.0,14.0
2018-01-09 09:00:00,10.2,99.01,3.6,35.0,48.0,0.0,48.0
2018-01-09 10:00:00,11.1,96.73,3.6,60.0,74.5,0.0,74.5
2018-01-09 11:00:00,12.1,92.38,3.86,80.0,129.0,1.0,128.5
2018-01-09 12:00:00,13.1,85.94,3.09,70.0,211.0,13.5,203.0
2018-01-09 13:00:00,13.75,84.395,3.6,65.0,374.0,323.0,189.0
2018-01-09 14:00:00,16.35,75.005,3.345,65.0,530.0,848.5,79.0
2018-01-09 15:00:00,18.1,68.91,2.57,60.0,420.0,801.5,70.5
2018-01-09 16:00:00,18.6,69.02,2.06,100.0,264.0,693.5,56.5
2018-01-09 17:00:00,17.0,75.82,0.0,0.0,93.0,430.0,34.5
2018-01-09 18:00:00,12.3,96.76,0.0,0.0,2.5,22.0,3.0
2018-01-09 19:00:00,12.8,84.76391304322081,0.0,0.0,0.0,0.0,0.0
2018-01-09 20:00:00,11.7,85.77425218721085,2.57,10.0,0.0,0.0,0.0
2018-01-09 21:00:00,12.0,98.69,3.09,40.0,0.0,0.0,0.0
2018-01-09 22:00:00,11.7,100.0,2.06,50.0,0.0,0.0,0.0
2018-01-09 23:00:00,12.7,93.02,2.06,60.0,0.0,0.0,0.0
2018-01-10 00:00:00,12.5,94.25,2.57,60.0,0.0,0.0,0.0
2018-01-10 01:00:00,13.3,96.16,2.57,40.0,0.0,0.0,0.0
2018-01-10 02:00:00,13.3,90.02241236835259,3.1,90.0,0.0,0.0,0.0
2018-01-10 03:00:00,14.2,96.81,2.57,30.0,0.0,0.0,0.0
2018-01-10 04:00:00,14.05,99.035,2.06,55.0,0.0,0.0,0.0
2018-01-10 05:00:00,14.6,98.08,2.57,80.0,0.0,0.0,0.0
2018-01-10 06:00:00,15.05,94.98,3.09,70.0,0.0,0.0,0.0
2018-01-10 07:00:00,15.3,93.16,2.57,70.0,0.0,0.0,0.0
2018-01-10 08:00:00,15.4,91.99,3.09,75.0,35.5,130.5,21.0
2018-01-10 09:00:00,16.25,86.56,2.83,80.0,103.0,122.0,77.0
2018-01-10 10:00:00,16.966666666666665,82.33999999999997,3.43,73.33333333333333,103.0,0.0,103.0
2018-01-10 11:00:00,18.0,77.23,4.63,90.0,129.0,2.5,128.0
2018-01-10 12:00:00,18.3,76.785,5.4,105.0,138.0,1.5,137.0
2018-01-10 13:00:00,20.0,72.5,5.66,115.0,183.5,9.0,178.0
2018-01-10 14:00:00,20.5,69.85,6.17,100.0,242.5,88.5,194.5
2018-01-10 15:00:00,20.4,71.19,6.69,110.0,168.0,33.5,152.5
2018-01-10 16:00:00,20.0,73.91,5.66,120.0,97.0,67.0,79.0
2018-01-10 17:00:00,19.5,74.78,3.09,90.0,46.0,157.5,26.0
2018-01-10 18:00:00,19.1,77.16,3.6,90.0,1.5,8.0,1.5
2018-01-10 19:00:00,18.2,83.2,2.57,70.0,0.0,0.0,0.0
2018-01-10 20:00:00,17.1,89.74,2.57,40.0,0.0,0.0,0.0
2018-01-10 21:00:00,18.0,83.72,3.09,80.0,0.0,0.0,0.0
2018-01-10 22:00:00,18.6,80.11,5.14,100.0,0.0,0.0,0.0
2018-01-10 23:00:00,18.3,82.16,5.14,100.0,0.0,0.0,0.0
2018-01-11 00:00:00,18.1,83.735,5.915,95.0,0.0,0.0,0.0
2018-01-11 01:00:00,18.0,87.55,4.885,100.0,0.0,0.0,0.0
2018-01-11 02:00:00,17.7,89.22,2.57,100.0,0.0,0.0,0.0
2018-01-11 03:00:00,16.900000000000002,97.94666666666667,2.5733333333333337,93.33333333333331,0.0,0.0,0.0
2018-01-11 04:00:00,16.866666666666667,100.0,2.0566666666666658,96.66666666666669,0.0,0.0,0.0
2018-01-11 05:00:00,16.85,100.0,3.09,105.0,0.0,0.0,0.0
2018-01-11 06:00:00,16.7,89.69260829518892,2.778,96.0,0.0,0.0,0.0
2018-01-11 07:00:00,16.7,89.69260848066715,2.9166666666666665,96.66666666666669,0.0,0.0,0.0
2018-01-11 08:00:00,16.96666666666667,90.30798039924694,3.345,105.0,23.5,5.5,23.0
2018-01-11 09:00:00,18.15,99.375,4.12,105.0,105.0,73.0,88.0
2018-01-11 10:00:00,19.8,87.16,5.14,120.0,159.5,22.0,150.5
2018-01-11 11:00:00,20.75,79.47999999999998,4.375,150.0,304.0,212.0,195.5
2018-01-11 12:00:00,22.3,70.04499999999999,5.4,165.0,339.5,222.5,211.0
2018-01-11 13:00:00,22.8,63.08,5.14,170.0,386.0,304.0,208.5
2018-01-11 14:00:00,23.2,60.79,6.69,160.0,443.5,563.5,142.0
2018-01-11 15:00:00,23.7,60.14,5.66,150.0,343.0,503.0,122.0
2018-01-11 16:00:00,22.6,63.04,4.12,160.0,247.0,592.0,70.5
2018-01-11 17:00:00,20.5,69.85,3.6,160.0,93.5,392.0,36.0
2018-01-11 18:00:00,19.0,77.14,2.06,160.0,3.0,25.0,3.5
2018-01-11 19:00:00,18.1,81.08,3.09,120.0,0.0,0.0,0.0
2018-01-11 20:00:00,17.9,84.79,3.09,140.0,0.0,0.0,0.0
2018-01-11 21:00:00,19.0,80.17,4.63,160.0,0.0,0.0,0.0
2018-01-11 22:00:00,18.966666666666665,82.41666666666667,2.57,170.0,0.0,0.0,0.0
2018-01-11 23:00:00,18.8,85.97,3.09,160.0,0.0,0.0,0.0
2018-01-12 00:00:00,18.266666666666666,94.25666666666666,3.4333333333333336,160.0,0.0,0.0,0.0
2018-01-12 01:00:00,17.925,100.0,4.1175,170.0,0.0,0.0,0.0
2018-01-12 02:00:00,17.866666666666664,86.94905171335812,3.09,160.0,0.0,0.0,0.0
2018-01-12 03:00:00,17.1,100.0,3.345,165.0,0.0,0.0,0.0
2018-01-12 04:00:00,16.875,96.295,5.4025000000000025,232.5,0.0,0.0,0.0
2018-01-12 05:00:00,14.8,88.41,2.315,235.0,0.0,0.0,0.0
2018-01-12 06:00:00,14.1,93.1,0.0,0.0,0.0,0.0,0.0
2018-01-12 07:00:00,14.15,85.19148017941961,2.06,90.0,0.0,0.0,0.0
2018-01-12 08:00:00,13.9,99.355,2.83,190.0,11.0,0.0,11.0
2018-01-12 09:00:00,14.2,98.2825,2.83,180.0,59.5,6.5,57.5
2018-01-12 10:00:00,15.8,84.0,5.14,230.0,139.5,27.0,129.5
2018-01-12 11:00:00,14.416666666666664,86.21666666666665,5.23,278.3333333333333,156.0,56.0,128.0
2018-01-12 12:00:00,11.55,86.65,5.4,295.0,219.5,27.5,203.5
2018-01-12 13:00:00,9.4,82.1,4.63,300.0,168.5,4.5,166.0
2018-01-12 14:00:00,8.1,84.23,4.63,300.0,139.0,1.5,138.0
2018-01-12 15:00:00,7.8,77.44,4.37,305.0,89.5,0.0,89.5
2018-01-12 16:00:00,6.8,74.04,5.66,290.0,85.5,139.5,48.5
2018-01-12 17:00:00,5.0,79.2,8.23,310.0,83.0,300.0,36.0
2018-01-12 18:00:00,4.233333333333333,77.06333333333333,6.859999999999999,310.0,0.5,0.0,0.5
2018-01-12 19:00:00,2.75,75.47,5.66,300.0,0.0,0.0,0.0
2018-01-12 20:00:00,1.7,74.45,7.2,310.0,0.0,0.0,0.0
2018-01-12 21:00:00,0.75,72.645,6.43,320.0,0.0,0.0,0.0
2018-01-12 22:00:00,-0.4,69.97,6.17,320.0,0.0,0.0,0.0
2018-01-12 23:00:00,-0.9,67.76,5.14,310.0,0.0,0.0,0.0
2018-01-13 00:00:00,-1.4,66.1,5.14,320.0,0.0,0.0,0.0
2018-01-13 01:00:00,-1.6,66.06,6.17,320.0,0.0,0.0,0.0
2018-01-13 02:00:00,-1.8,68.08,4.12,300.0,0.0,0.0,0.0
2018-01-13 03:00:00,-1.7,67.06,5.14,320.0,0.0,0.0,0.0
2018-01-13 04:00:00,-1.5,67.1,5.66,320.0,0.0,0.0,0.0
2018-01-13 05:00:00,-1.4,68.69,5.66,330.0,0.0,0.0,0.0
2018-01-13 06:00:00,-1.4,68.69,5.14,330.0,0.0,0.0,0.0
2018-01-13 07:00:00,-1.4,69.75,6.17,330.0,0.0,0.0,0.0
2018-01-13 08:00:00,-1.0,69.84,4.12,330.0,12.5,7.0,12.5
2018-01-13 09:00:00,-0.5,68.89,5.66,340.0,53.0,0.0,53.0
2018-01-13 10:00:00,0.2,66.98,5.66,330.0,118.0,1.5,117.5
2018-01-13 11:00:00,1.0,63.7,6.17,340.0,195.5,15.0,188.0
2018-01-13 12:00:00,1.9,62.02,4.63,350.0,254.5,35.0,234.0
2018-01-13 13:00:00,2.5,58.97,6.17,330.0,283.0,58.5,249.0
2018-01-13 14:00:00,3.1,56.09,6.17,330.0,375.5,262.5,234.0
2018-01-13 15:00:00,3.0,56.06,5.66,320.0,441.0,788.5,92.0
2018-01-13 16:00:00,2.7,55.98,4.12,330.0,307.5,814.5,54.5
2018-01-13 17:00:00,1.1,59.96,3.09,320.0,118.0,569.0,35.5
2018-01-13 18:00:00,0.2,61.12,5.66,340.0,4.0,42.5,4.0
2018-01-13 19:00:00,-0.7,62.8,5.14,340.0,0.0,0.0,0.0
2018-01-13 20:00:00,-1.1,62.7,6.17,340.0,0.0,0.0,0.0
2018-01-13 21:00:00,-1.8,66.01,3.6,340.0,0.0,0.0,0.0
2018-01-13 22:00:00,-2.2,65.91,2.57,350.0,0.0,0.0,0.0
2018-01-13 23:00:00,-2.5,66.87,3.6,340.0,0.0,0.0,0.0
2018-01-14 00:00:00,-3.1,66.74,3.6,350.0,0.0,0.0,0.0
2018-01-14 01:00:00,-3.6,67.14,4.12,340.0,0.0,0.0,0.0
2018-01-14 02:00:00,-4.0,69.73,2.57,360.0,0.0,0.0,0.0
2018-01-14 03:00:00,-4.6,72.96,3.09,340.0,0.0,0.0,0.0
2018-01-14 04:00:00,-4.9,74.05,3.09,350.0,0.0,0.0,0.0
2018-01-14 05:00:00,-5.1,74.59,2.57,350.0,0.0,0.0,0.0
2018-01-14 06:00:00,-5.3,75.74,3.09,350.0,0.0,0.0,0.0
2018-01-14 07:00:00,-5.5,76.9,3.6,350.0,0.0,0.0,0.0
2018-01-14 08:00:00,-3.9,68.13,4.12,20.0,64.0,371.5,26.0
2018-01-14 09:00:00,-2.1,57.74,3.09,20.0,246.0,752.0,49.5
2018-01-14 10:00:00,-0.6,50.9,2.06,350.0,422.0,884.0,59.0
2018-01-14 11:00:00,1.1,43.95,2.06,350.0,556.5,947.5,64.5
2018-01-14 12:00:00,3.3,36.98,2.06,20.0,633.0,974.5,67.0
2018-01-14 13:00:00,4.9,34.92,2.06,350.0,644.0,977.0,68.5
2018-01-14 14:00:00,6.2,31.91,0.0,0.0,586.0,954.0,66.0
2018-01-14 15:00:00,7.0,30.92,2.57,50.0,469.0,902.5,62.5
2018-01-14 16:00:00,7.2,30.99,0.0,0.0,302.0,792.0,54.0
2018-01-14 17:00:00,6.0,34.99,0.0,0.0,116.0,537.5,36.5
