time,building_id,kW
2018-01-24T21:00:00Z,1447,6.2421875
2018-01-24T21:15:00Z,1447,6.24609375
2018-01-24T21:30:00Z,1447,6.3125
2018-01-24T21:45:00Z,1447,6.35546875
2018-01-24T22:00:00Z,1447,6.265625
2018-01-24T22:15:00Z,1447,6.26171875
2018-01-24T22:30:00Z,1447,4.45703125
2018-01-24T22:45:00Z,1447,4.48046875
2018-01-24T23:00:00Z,1447,4.36328125
2018-01-24T23:15:00Z,1447,4.33984375
2018-01-24T23:30:00Z,1447,4.265625
2018-01-24T23:45:00Z,1447,4.23046875
2018-01-25T00:00:00Z,1447,4.453125
2018-01-25T00:15:00Z,1447,4.67578125
2018-01-25T00:30:00Z,1447,4.9375
2018-01-25T00:45:00Z,1447,5.1796875
2018-01-25T01:00:00Z,1447,5.4140625
2018-01-25T01:15:00Z,1447,5.60546875
2018-01-25T01:30:00Z,1447,5.76953125
2018-01-25T01:45:00Z,1447,5.91015625
2018-01-25T02:00:00Z,1447,6.02734375
2018-01-25T02:15:00Z,1447,6.15234375
2018-01-25T02:30:00Z,1447,6.28125
2018-01-25T02:45:00Z,1447,6.41015625
2018-01-25T03:00:00Z,1447,6.546875
2018-01-25T03:15:00Z,1447,6.66796875
2018-01-25T03:30:00Z,1447,6.78125
2018-01-25T03:45:00Z,1447,6.890625
2018-01-25T04:00:00Z,1447,6.98828125
2018-01-25T04:15:00Z,1447,7.08203125
2018-01-25T04:30:00Z,1447,7.16796875
2018-01-25T04:45:00Z,1447,7.25
2018-01-25T05:00:00Z,1447,7.328125
2018-01-25T05:15:00Z,1447,7.62109375
2018-01-25T05:30:00Z,1447,8.0078125
2018-01-25T05:45:00Z,1447,8.28125
2018-01-25T06:00:00Z,1447,8.6171875
2018-01-25T06:15:00Z,1447,8.484375
2018-01-25T06:30:00Z,1447,8.34375
2018-01-25T06:45:00Z,1447,8.203125
2018-01-25T07:00:00Z,1447,8.0625
2018-01-25T07:15:00Z,1447,8.1484375
2018-01-25T07:30:00Z,1447,8.234375
2018-01-25T07:45:00Z,1447,8.3125
2018-01-25T08:00:00Z,1447,8.390625
2018-01-25T08:15:00Z,1447,8.46875
2018-01-25T08:30:00Z,1447,8.5390625
2018-01-25T08:45:00Z,1447,8.609375
2018-01-25T09:00:00Z,1447,8.6796875
2018-01-25T09:15:00Z,1447,9.0859375
2018-01-25T09:30:00Z,1447,7.8515625
2018-01-25T09:45:00Z,1447,8.0234375
2018-01-25T10:00:00Z,1447,8.0
2018-01-25T10:15:00Z,1447,6.97265625
2018-01-25T10:30:00Z,1447,5.88671875
2018-01-25T10:45:00Z,1447,4.828125
2018-01-25T11:00:00Z,1447,3.9453125
2018-01-25T11:15:00Z,1447,3.408203125
2018-01-25T11:30:00Z,1447,3.142578125
2018-01-25T11:45:00Z,1447,3.06640625
2018-01-25T12:00:00Z,1447,2.875
2018-01-25T12:15:00Z,1447,2.748046875
2018-01-25T12:30:00Z,1447,4.52734375
2018-01-25T12:45:00Z,1447,4.58984375
2018-01-25T13:00:00Z,1447,4.60546875
2018-01-25T13:15:00Z,1447,4.63671875
2018-01-25T13:30:00Z,1447,4.6875
2018-01-25T13:45:00Z,1447,4.7265625
2018-01-25T14:00:00Z,1447,4.734375
2018-01-25T14:15:00Z,1447,4.734375
2018-01-25T14:30:00Z,1447,4.734375
2018-01-25T14:45:00Z,1447,4.734375
2018-01-25T15:00:00Z,1447,4.734375
2018-01-25T15:15:00Z,1447,4.734375
2018-01-25T15:30:00Z,1447,4.734375
2018-01-25T15:45:00Z,1447,4.734375
2018-01-25T16:00:00Z,1447,4.734375
2018-01-25T16:15:00Z,1447,4.734375
2018-01-25T16:30:00Z,1447,4.734375
2018-01-25T16:45:00Z,1447,4.73046875
2018-01-25T17:00:00Z,1447,4.7265625
2018-01-25T17:15:00Z,1447,4.7265625
2018-01-25T17:30:00Z,1447,4.7265625
2018-01-25T17:45:00Z,1447,4.73046875
2018-01-25T18:00:00Z,1447,4.734375
2018-01-25T18:15:00Z,1447,4.734375
2018-01-25T18:30:00Z,1447,4.734375
2018-01-25T18:45:00Z,1447,4.734375
2018-01-25T19:00:00Z,1447,4.734375
2018-01-25T19:15:00Z,1447,4.734375
2018-01-25T19:30:00Z,1447,4.734375
2018-01-25T19:45:00Z,1447,6.28125
2018-01-25T20:00:00Z,1447,6.28125
2018-01-25T20:15:00Z,1447,6.296875
2018-01-25T20:30:00Z,1447,6.40625
2018-01-25T20:45:00Z,1447,6.51171875
2018-01-25T21:00:00Z,1447,6.56640625
2018-01-25T21:15:00Z,1447,6.59765625
2018-01-25T21:30:00Z,1447,6.60546875
2018-01-25T21:45:00Z,1447,6.62109375
2018-01-25T22:00:00Z,1447,6.62890625
2018-01-25T22:15:00Z,1447,6.56640625
2018-01-25T22:30:00Z,1447,4.73828125
2018-01-25T22:45:00Z,1447,4.69921875
2018-01-25T23:00:00Z,1447,4.5078125
2018-01-25T23:15:00Z,1447,4.41015625
2018-01-25T23:30:00Z,1447,4.30078125
2018-01-25T23:45:00Z,1447,4.296875
2018-01-26T00:00:00Z,1447,4.41015625
2018-01-26T00:15:00Z,1447,4.30859375
2018-01-26T00:30:00Z,1447,4.1953125
2018-01-26T00:45:00Z,1447,4.05859375
2018-01-26T01:00:00Z,1447,3.912109375
2018-01-26T01:15:00Z,1447,4.0390625
2018-01-26T01:30:00Z,1447,4.1640625
2018-01-26T01:45:00Z,1447,4.27734375
2018-01-26T02:00:00Z,1447,4.38671875
2018-01-26T02:15:00Z,1447,4.7890625
2018-01-26T02:30:00Z,1447,5.171875
2018-01-26T02:45:00Z,1447,5.53515625
2018-01-26T03:00:00Z,1447,5.8828125
2018-01-26T03:15:00Z,1447,5.93359375
2018-01-26T03:30:00Z,1447,5.9765625
2018-01-26T03:45:00Z,1447,6.015625
2018-01-26T04:00:00Z,1447,6.05078125
2018-01-26T04:15:00Z,1447,6.1796875
2018-01-26T04:30:00Z,1447,6.3125
2018-01-26T04:45:00Z,1447,6.4453125
2018-01-26T05:00:00Z,1447,6.578125
2018-01-26T05:15:00Z,1447,6.55859375
2018-01-26T05:30:00Z,1447,6.5390625
2018-01-26T05:45:00Z,1447,6.51953125
2018-01-26T06:00:00Z,1447,6.5
2018-01-26T06:15:00Z,1447,6.390625
2018-01-26T06:30:00Z,1447,6.28515625
2018-01-26T06:45:00Z,1447,6.18359375
2018-01-26T07:00:00Z,1447,6.08203125
2018-01-26T07:15:00Z,1447,6.2265625
2018-01-26T07:30:00Z,1447,6.3828125
2018-01-26T07:45:00Z,1447,6.55078125
2018-01-26T08:00:00Z,1447,6.73046875
2018-01-26T08:15:00Z,1447,6.546875
2018-01-26T08:30:00Z,1447,6.3515625
2018-01-26T08:45:00Z,1447,6.13671875
2018-01-26T09:00:00Z,1447,5.91015625
2018-01-26T09:15:00Z,1447,5.96875
2018-01-26T09:30:00Z,1447,4.3828125
2018-01-26T09:45:00Z,1447,4.09765625
2018-01-26T10:00:00Z,1447,3.626953125
2018-01-26T10:15:00Z,1447,3.048828125
2018-01-26T10:30:00Z,1447,2.5234375
2018-01-26T10:45:00Z,1447,2.150390625
2018-01-26T11:00:00Z,1447,2.103515625
2018-01-26T11:15:00Z,1447,2.296875
2018-01-26T11:30:00Z,1447,2.525390625
2018-01-26T11:45:00Z,1447,2.76953125
2018-01-26T12:00:00Z,1447,2.91015625
2018-01-26T12:15:00Z,1447,2.828125
2018-01-26T12:30:00Z,1447,4.59375
2018-01-26T12:45:00Z,1447,4.671875
2018-01-26T13:00:00Z,1447,4.6796875
2018-01-26T13:15:00Z,1447,4.68359375
2018-01-26T13:30:00Z,1447,4.6875
2018-01-26T13:45:00Z,1447,4.7265625
2018-01-26T14:00:00Z,1447,4.734375
2018-01-26T14:15:00Z,1447,4.734375
2018-01-26T14:30:00Z,1447,4.734375
2018-01-26T14:45:00Z,1447,4.734375
2018-01-26T15:00:00Z,1447,4.734375
2018-01-26T15:15:00Z,1447,4.734375
2018-01-26T15:30:00Z,1447,4.734375
2018-01-26T15:45:00Z,1447,4.734375
2018-01-26T16:00:00Z,1447,4.734375
2018-01-26T16:15:00Z,1447,4.734375
2018-01-26T16:30:00Z,1447,4.734375
2018-01-26T16:45:00Z,1447,4.73046875
2018-01-26T17:00:00Z,1447,4.7265625
2018-01-26T17:15:00Z,1447,4.7265625
2018-01-26T17:30:00Z,1447,4.7265625
2018-01-26T17:45:00Z,1447,4.73046875
2018-01-26T18:00:00Z,1447,4.734375
2018-01-26T18:15:00Z,1447,4.734375
2018-01-26T18:30:00Z,1447,4.734375
2018-01-26T18:45:00Z,1447,4.734375
2018-01-26T19:00:00Z,1447,4.734375
2018-01-26T19:15:00Z,1447,4.734375
2018-01-26T19:30:00Z,1447,4.734375
2018-01-26T19:45:00Z,1447,6.28125
2018-01-26T20:00:00Z,1447,6.28125
2018-01-26T20:15:00Z,1447,6.28125
2018-01-26T20:30:00Z,1447,6.359375
2018-01-26T20:45:00Z,1447,6.54296875
2018-01-26T21:00:00Z,1447,6.78515625
2018-01-26T21:15:00Z,1447,6.796875
2018-01-26T21:30:00Z,1447,6.7734375
2018-01-26T21:45:00Z,1447,6.7421875
2018-01-26T22:00:00Z,1447,6.57421875
2018-01-26T22:15:00Z,1447,6.6328125
2018-01-26T22:30:00Z,1447,4.9453125
2018-01-26T22:45:00Z,1447,5.046875
2018-01-26T23:00:00Z,1447,4.99609375
2018-01-26T23:15:00Z,1447,5.09375
2018-01-26T23:30:00Z,1447,5.16015625
2018-01-26T23:45:00Z,1447,5.2421875
2018-01-27T00:00:00Z,1447,5.4453125
2018-01-27T00:15:00Z,1447,5.6796875
2018-01-27T00:30:00Z,1447,5.90234375
2018-01-27T00:45:00Z,1447,6.1171875
2018-01-27T01:00:00Z,1447,6.3359375
2018-01-27T01:15:00Z,1447,6.53515625
2018-01-27T01:30:00Z,1447,6.71484375
2018-01-27T01:45:00Z,1447,6.8828125
2018-01-27T02:00:00Z,1447,7.03515625
2018-01-27T02:15:00Z,1447,7.171875
2018-01-27T02:30:00Z,1447,7.296875
2018-01-27T02:45:00Z,1447,7.41015625
2018-01-27T03:00:00Z,1447,7.515625
2018-01-27T03:15:00Z,1447,7.62109375
2018-01-27T03:30:00Z,1447,7.7265625
2018-01-27T03:45:00Z,1447,7.92578125
2018-01-27T04:00:00Z,1447,8.046875
2018-01-27T04:15:00Z,1447,8.4453125
2018-01-27T04:30:00Z,1447,8.859375
2018-01-27T04:45:00Z,1447,9.2734375
2018-01-27T05:00:00Z,1447,9.703125
2018-01-27T05:15:00Z,1447,9.5390625
2018-01-27T05:30:00Z,1447,9.296875
2018-01-27T05:45:00Z,1447,9.0546875
2018-01-27T06:00:00Z,1447,8.7890625
2018-01-27T06:15:00Z,1447,8.828125
2018-01-27T06:30:00Z,1447,8.8984375
2018-01-27T06:45:00Z,1447,9.0078125
2018-01-27T07:00:00Z,1447,9.140625
2018-01-27T07:15:00Z,1447,9.8828125
2018-01-27T07:30:00Z,1447,10.6484375
2018-01-27T07:45:00Z,1447,11.4375
2018-01-27T08:00:00Z,1447,12.1953125
2018-01-27T08:15:00Z,1447,11.6875
2018-01-27T08:30:00Z,1447,11.109375
2018-01-27T08:45:00Z,1447,10.5078125
2018-01-27T09:00:00Z,1447,9.921875
2018-01-27T09:15:00Z,1447,9.9453125
2018-01-27T09:30:00Z,1447,8.3515625
2018-01-27T09:45:00Z,1447,8.046875
2018-01-27T10:00:00Z,1447,7.51953125
2018-01-27T10:15:00Z,1447,6.76953125
2018-01-27T10:30:00Z,1447,5.87890625
2018-01-27T10:45:00Z,1447,4.9375
2018-01-27T11:00:00Z,1447,4.01953125
2018-01-27T11:15:00Z,1447,3.185546875
2018-01-27T11:30:00Z,1447,2.619140625
2018-01-27T11:45:00Z,1447,2.29296875
2018-01-27T12:00:00Z,1447,1.9814453125
2018-01-27T12:15:00Z,1447,1.81640625
2018-01-27T12:30:00Z,1447,1.681640625
2018-01-27T12:45:00Z,1447,1.576171875
2018-01-27T13:00:00Z,1447,1.498046875
2018-01-27T13:15:00Z,1447,1.486328125
2018-01-27T13:30:00Z,1447,1.486328125
2018-01-27T13:45:00Z,1447,1.4814453125
2018-01-27T14:00:00Z,1447,1.47265625
2018-01-27T14:15:00Z,1447,1.302734375
2018-01-27T14:30:00Z,1447,1.1982421875
2018-01-27T14:45:00Z,1447,1.123046875
2018-01-27T15:00:00Z,1447,1.0302734375
2018-01-27T15:15:00Z,1447,1.017578125
2018-01-27T15:30:00Z,1447,1.001953125
2018-01-27T15:45:00Z,1447,0.99169921875
2018-01-27T16:00:00Z,1447,0.95703125
2018-01-27T16:15:00Z,1447,0.94287109375
2018-01-27T16:30:00Z,1447,0.94287109375
2018-01-27T16:45:00Z,1447,0.94287109375
2018-01-27T17:00:00Z,1447,0.94287109375
2018-01-27T17:15:00Z,1447,0.94287109375
2018-01-27T17:30:00Z,1447,0.94287109375
2018-01-27T17:45:00Z,1447,0.94287109375
2018-01-27T18:00:00Z,1447,0.94287109375
2018-01-27T18:15:00Z,1447,0.94287109375
2018-01-27T18:30:00Z,1447,0.94287109375
2018-01-27T18:45:00Z,1447,0.94287109375
2018-01-27T19:00:00Z,1447,0.94287109375
2018-01-27T19:15:00Z,1447,0.94287109375
2018-01-27T19:30:00Z,1447,1.0048828125
2018-01-27T19:45:00Z,1447,2.818359375
2018-01-27T20:00:00Z,1447,3.09765625
2018-01-27T20:15:00Z,1447,3.23046875
2018-01-27T20:30:00Z,1447,3.34765625
2018-01-27T20:45:00Z,1447,3.423828125
2018-01-27T21:00:00Z,1447,3.4921875
2018-01-27T21:15:00Z,1447,3.587890625
2018-01-27T21:30:00Z,1447,3.669921875
2018-01-27T21:45:00Z,1447,3.73828125
2018-01-27T22:00:00Z,1447,3.796875
2018-01-27T22:15:00Z,1447,3.939453125
2018-01-27T22:30:00Z,1447,4.1015625
2018-01-27T22:45:00Z,1447,4.265625
2018-01-27T23:00:00Z,1447,4.53515625
2018-01-27T23:15:00Z,1447,4.734375
2018-01-27T23:30:00Z,1447,4.96875
