Date,Open,High,Low,Close,Adj Close,Volume
2016-08-22,51.900002,51.900002,50.849998,50.970001,43.594604,244500
2016-08-23,51.450001,51.450001,50.849998,50.849998,43.491970,404200
2016-08-24,50.799999,51.070000,50.790001,51.000000,43.620266,396800
2016-08-25,51.127998,51.340000,51.029999,51.259998,43.842644,373500
2016-08-26,50.990002,51.630001,50.459999,50.500000,43.192612,538500
2016-08-29,51.020000,51.020000,50.520000,50.950001,43.577496,829300
2016-08-30,51.090000,51.139999,50.650002,50.700001,43.363674,282800
2016-08-31,50.650002,50.849998,50.424999,50.849998,43.491970,497500
2016-09-01,50.799999,50.869999,50.562000,50.681000,43.347424,495800
2016-09-02,50.820000,51.130001,50.480000,51.021000,43.638229,9800
2016-09-06,51.130001,51.400002,50.977001,51.369999,43.936726,159200
2016-09-07,51.000000,51.410000,50.990002,51.279999,43.859745,137700
2016-09-08,51.369999,51.400002,51.070000,51.230000,43.816982,535600
2016-09-09,51.110001,51.150002,49.900002,50.000000,42.764957,228900
2016-09-12,50.750000,50.750000,50.000000,50.630001,43.303799,639000
2016-09-13,50.435001,50.490002,50.160000,50.400002,43.107086,448400
2016-09-14,50.200001,50.676998,50.200001,50.520000,43.209724,32600
2016-09-15,51.000000,51.000000,50.250000,50.590000,43.269596,158600
2016-09-16,50.740002,51.220001,50.419998,51.220001,43.808430,164500
2016-09-19,51.130001,51.400002,50.840000,51.380001,43.945278,217400
2016-09-20,51.400002,51.709999,51.080002,51.080002,43.688690,262700
2016-09-21,51.200001,51.750000,51.180000,51.500000,44.047913,68500
2016-09-22,51.820000,52.000000,51.580002,51.790001,44.295952,27000
2016-09-23,51.869999,51.948002,51.540001,51.560001,44.099236,41500
2016-09-26,51.849998,51.849998,51.450001,51.680000,44.201870,29300
2016-09-27,51.678001,51.743000,51.201000,51.207001,43.797314,110800
2016-09-28,51.750000,51.750000,50.830002,51.215000,43.804153,72600
2016-09-29,51.020000,51.199001,50.669998,50.750000,43.406441,330300
2016-09-30,50.950001,50.950001,49.900002,49.900002,42.679436,163000
2016-10-03,50.419998,50.419998,49.830002,49.919998,42.696537,518700
2016-10-04,50.130001,50.270000,49.237999,49.360001,42.217575,256500
2016-10-05,49.750000,49.790001,49.264000,49.580002,42.405739,300900
2016-10-06,49.700001,49.799999,49.389999,49.450001,42.294556,247400
2016-10-07,49.540001,49.639999,49.230000,49.230000,42.106388,362100
2016-10-10,49.439999,49.609001,49.099998,49.450001,42.294556,290900
2016-10-11,51.804001,51.804001,49.139999,49.250000,42.123489,90300
2016-10-12,49.500000,49.680000,49.349998,49.500000,42.337318,8700
2016-10-13,49.680000,50.250000,49.645000,49.939999,42.713642,32700
2016-10-14,50.669998,50.669998,49.835999,49.939999,42.713642,9200
2016-10-17,50.090000,50.099998,49.759998,49.930000,42.705093,39600
2016-10-18,50.000000,50.320000,49.858002,50.049999,42.807728,19000
2016-10-19,50.062000,51.169998,49.938999,50.849998,43.491970,770600
2016-10-20,50.290001,50.299999,49.970001,49.970001,42.739304,90200
2016-10-21,49.970001,50.028999,49.869999,50.028999,42.789768,52200
2016-10-24,50.490002,50.820000,49.869999,50.820000,43.466309,318300
2016-10-25,50.549999,50.599998,49.970001,49.970001,42.739304,485500
2016-10-26,50.270000,50.299999,49.955002,50.299999,43.021549,54000
2016-10-27,50.189999,50.189999,49.900002,50.099998,42.850498,102000
2016-10-28,50.048000,50.750000,50.000000,50.750000,43.406441,161600
2016-10-31,50.150002,51.055000,50.150002,50.450001,43.149849,502200
2016-11-01,50.550999,50.650002,50.250000,50.250000,42.978790,25200
2016-11-02,50.400002,50.689999,49.941002,50.220001,42.953133,112400
2016-11-03,50.271999,50.497002,50.160000,50.169998,42.910358,211700
2016-11-04,50.040001,50.740002,50.040001,50.450001,43.149849,53600
2016-11-07,50.250000,50.580002,49.900002,50.349998,43.064312,15200
2016-11-08,50.189999,50.909000,50.189999,50.779999,43.432098,65700
2016-11-09,49.619999,49.900002,48.919998,49.320000,42.892895,370000
2016-11-10,49.000000,49.869999,48.000000,48.049999,41.788391,744200
2016-11-11,48.049999,48.279999,47.903000,48.090000,41.823181,125900
2016-11-14,48.150002,48.310001,47.259998,47.610001,41.405731,1204500
2016-11-15,47.500000,48.063999,47.500000,48.000000,41.744904,12300
2016-11-16,47.480000,48.000000,47.290001,48.000000,41.744904,47400
2016-11-17,48.060001,48.099998,47.740002,47.990002,41.736214,10200
2016-11-18,48.110001,48.110001,47.633999,47.950001,41.701427,5500
2016-11-21,48.119999,48.310001,48.070000,48.310001,42.014511,103800
2016-11-22,48.310001,48.880001,48.310001,48.869999,42.501534,4300
2016-11-23,48.110001,48.869999,47.599998,48.689999,42.344994,8100
2016-11-25,48.509998,49.340000,48.509998,49.048000,42.656334,5900
2016-11-28,49.450001,50.080002,49.450001,49.990002,43.475586,60100
2016-11-29,49.612000,50.382999,49.610001,50.205002,43.662567,13100
2016-11-30,49.459999,50.189999,49.110001,49.110001,42.710262,219700
2016-12-01,48.835999,49.150002,48.770000,48.950001,42.571110,6400
2016-12-02,49.950001,50.000000,49.169998,50.000000,43.484276,35100
2016-12-05,50.950001,50.950001,49.009998,49.200001,42.788536,75000
2016-12-06,49.061001,50.500000,48.830002,49.700001,43.223373,197700
2016-12-07,49.500000,49.505001,49.195999,49.500000,43.049442,404900
2016-12-08,49.049999,49.500000,49.049999,49.259998,42.840710,3500
2016-12-09,49.560001,49.980000,49.403000,49.849998,43.353825,485900
2016-12-12,49.990002,50.348999,49.990002,50.009998,43.492973,108000
2016-12-13,50.459999,50.459999,50.000000,50.160000,43.623428,110700
2016-12-14,50.490002,50.500000,49.470001,49.470001,43.023354,170100
2016-12-15,49.599998,49.789001,49.520000,49.520000,43.066830,9800
2016-12-16,49.889999,50.250000,49.830002,50.250000,43.701702,31700
2016-12-19,50.410000,50.650002,50.250000,50.630001,44.032177,97800
2016-12-20,50.403000,50.660000,50.330002,50.330002,43.771278,40500
2016-12-21,50.490002,50.680000,50.410000,50.580002,43.988697,84500
2016-12-22,50.549999,50.869999,50.230000,50.790001,44.171329,107200
2016-12-23,50.900002,50.900002,50.310001,50.619999,44.023487,39100
2016-12-27,50.566002,50.970001,50.500000,50.820000,44.197422,2900
2016-12-28,50.900002,50.900002,50.599998,50.630001,44.032177,23000
2016-12-29,50.700001,50.970001,50.370998,50.540001,43.953911,61600
2016-12-30,50.313000,50.860001,50.313000,50.599998,44.006084,36700
2017-01-03,50.299999,50.407001,50.279999,50.279999,43.727791,5900
2017-01-04,50.400002,50.644001,50.349998,50.549999,43.962605,206200
2017-01-05,50.520000,50.549999,50.139999,50.259998,43.710400,235000
2017-01-06,50.169998,50.830002,50.160000,50.509998,43.927818,137100
2017-01-09,50.410000,50.959999,50.250000,50.250000,43.701702,7200
2017-01-10,50.299999,50.299999,50.090000,50.189999,43.649517,6100
2017-01-11,50.110001,50.360001,50.040001,50.290001,43.736496,9200
2017-01-12,50.160000,50.380001,49.992001,50.299999,43.745182,8500
2017-01-13,49.990002,50.959999,49.950001,50.000000,43.484276,244700
2017-01-17,50.848999,50.848999,50.430000,50.660000,44.058270,2800
2017-01-18,50.750000,50.880001,50.551998,50.720001,44.110455,5900
2017-01-19,50.619999,50.740002,50.180000,50.537998,43.952168,105800
2017-01-20,50.590000,50.590000,50.304001,50.529999,43.945217,1000
2017-01-23,50.549999,50.549999,50.049999,50.380001,43.814758,9200
2017-01-24,50.389999,50.430000,50.180000,50.290001,43.736496,6200
2017-01-25,50.410000,50.580002,50.356998,50.549999,43.962605,4800
2017-01-26,50.150002,50.570000,50.150002,50.500000,43.919121,5000
