Date,Open,High,Low,Close,Adj Close,Volume
2014-05-27,101.099998,101.360001,100.269997,100.809998,87.977783,4524400
2014-05-28,100.669998,100.930000,100.120003,100.300003,87.532700,4352700
2014-05-29,100.559998,100.800003,100.150002,100.760002,87.934158,3685200
2014-05-30,100.699997,101.540001,100.550003,101.459999,88.545036,5973900
2014-06-02,101.540001,102.260002,101.010002,102.169998,89.164688,5845400
2014-06-03,101.910004,102.599998,101.839996,102.459999,89.417763,6681300
2014-06-04,102.230003,102.709999,101.940002,102.680000,89.609772,5608600
2014-06-05,102.779999,103.360001,102.419998,103.220001,90.081024,4730900
2014-06-06,103.250000,103.330002,102.839996,103.180000,90.046104,4624000
2014-06-09,103.070000,103.230003,102.680000,103.220001,90.081024,3748800
2014-06-10,103.470001,104.120003,102.769997,104.099998,90.849014,5792100
2014-06-11,103.809998,104.150002,103.129997,103.320000,90.168304,5960500
2014-06-12,103.180000,103.209999,102.510002,102.529999,89.478844,5930700
2014-06-13,102.510002,102.650002,102.169998,102.529999,89.478844,4301600
2014-06-16,102.519997,102.889999,101.839996,102.449997,89.409035,5645500
2014-06-17,102.129997,102.199997,101.379997,101.930000,88.955223,4834600
2014-06-18,101.910004,102.830002,101.860001,102.809998,89.723221,5445000
2014-06-19,102.930000,103.870003,102.809998,103.809998,90.595909,5481500
2014-06-20,104.370003,105.480003,104.070000,105.269997,91.870071,12459700
2014-06-23,104.910004,105.120003,104.440002,104.750000,91.416267,6063200
2014-06-24,104.629997,105.230003,104.550003,104.589996,91.276604,5915000
2014-06-25,104.230003,105.870003,104.230003,105.760002,92.297714,6411100
2014-06-26,105.839996,105.970001,105.029999,105.650002,92.201714,5106900
2014-06-27,105.470001,105.589996,104.449997,104.989998,91.625717,6463000
2014-06-30,105.620003,106.000000,104.519997,104.620003,91.302826,6877800
2014-07-01,105.150002,106.000000,104.989998,105.870003,92.393684,5129200
2014-07-02,105.699997,105.970001,105.300003,105.860001,92.384979,3764900
2014-07-03,105.870003,106.250000,105.110001,105.419998,92.000977,4199100
2014-07-07,105.419998,106.739998,105.269997,106.470001,92.917343,7014900
2014-07-08,106.209999,106.250000,105.519997,105.720001,92.262794,6268400
2014-07-09,106.000000,106.209999,105.720001,106.040001,92.542046,5720900
2014-07-10,105.080002,106.000000,104.519997,105.800003,92.332619,4955100
2014-07-11,105.839996,106.010002,104.860001,105.099998,91.721710,5461000
2014-07-14,105.379997,105.489998,105.110001,105.379997,91.966072,7784800
2014-07-15,105.230003,105.470001,102.769997,103.279999,90.133385,14219700
2014-07-16,103.529999,103.669998,101.949997,102.220001,89.208313,11946800
2014-07-17,101.900002,102.099998,100.260002,100.370003,87.593788,11218900
2014-07-18,100.669998,101.959999,100.370003,101.800003,88.841782,8408400
2014-07-21,101.440002,101.580002,101.019997,101.269997,88.379242,6379900
2014-07-22,101.910004,102.540001,101.779999,102.470001,89.426498,6554100
2014-07-23,102.800003,102.930000,101.879997,102.190002,89.182114,4815300
2014-07-24,102.339996,102.730003,102.019997,102.199997,89.190849,5177200
2014-07-25,102.269997,102.400002,101.800003,102.110001,89.112328,3951500
2014-07-28,101.889999,102.400002,101.660004,102.110001,89.112328,4634800
